product_id,sku,product_name,category,subcategory,brand,unit_price,cost_price
299,GX9C6J66,Nimbus Fashion Womens 299,Fashion,Womens,Nimbus,99.85,51.48
300,ZR6JWXJF,Nova Sports Cycling 300,Sports,Cycling,Nova,136.5,84.79
301,752OSI8F,Nova Books Comics 301,Books,Comics,Nova,174.62,124.56
302,Q83GZI14,Orion Books Academic 302,Books,Academic,Orion,95.22999999999999,67.46
303,PW7B3NX7,Vertex Books Academic 303,Books,Academic,Vertex,146.81,89.61
304,3ZAR8FHD,Acme Home Decor 304,Home,Decor,Acme,115.83,83.59
305,5IN4N3NG,ZenX Beauty Fragrance 305,Beauty,Fragrance,ZenX,224.31,124.44
306,8GTCK8T0,Pulse Fashion Mens 306,Fashion,Mens,Pulse,52.11,31.76
307,2CCZC01X,ZenX Fashion Accessories 307,Fashion,Accessories,ZenX,58.69,42.97
308,NN81DO5J,Luna Books Non-Fiction 308,Books,Non-Fiction,Luna,209.53,107.65
309,25QKHSH5,Pulse Electronics Laptop 309,Electronics,Laptop,Pulse,64.53,41.55
310,DAIIDD57,Pulse Sports Outdoor 310,Sports,Outdoor,Pulse,146.47,92.67
311,QLE191FT,Nova Beauty Makeup 311,Beauty,Makeup,Nova,120.14,66.3
312,6AZX66ST,Aurora Beauty Makeup 312,Beauty,Makeup,Aurora,128.65,75.99
313,CVYRRCPT,Orion Books Non-Fiction 313,Books,Non-Fiction,Orion,85.05,55.71
314,4JJ4FHGE,Aurora Beauty Haircare 314,Beauty,Haircare,Aurora,106.75,78.1
315,VW6SNA3B,Nova Books Comics 315,Books,Comics,Nova,140.42000000000002,98.01
316,8M54KKFO,Nimbus Electronics Laptop 316,Electronics,Laptop,Nimbus,152.78,100.93
317,WLUXFKGC,Echo Electronics Accessories 317,Electronics,Accessories,Echo,120.84,84.16
318,EF6E615F,Acme Fashion Shoes 318,Fashion,Shoes,Acme,68.4,42.88
319,H22ULXZB,Nova Books Comics 319,Books,Comics,Nova,125.39,80.92
320,JC0UALQ3,Aurora Beauty Skincare 320,Beauty,Skincare,Aurora,62.91,34.08
321,OE8GTQCO,Nova Electronics Camera 321,Electronics,Camera,Nova,156.18,118.53
322,1QQHZOOG,Nimbus Electronics Mobile 322,Electronics,Mobile,Nimbus,83.22,43.23
323,O88IFQZN,Nova Sports Cycling 323,Sports,Cycling,Nova,106.82,69.38
324,5UWFN6C4,Vertex Home Kitchen 324,Home,Kitchen,Vertex,138.25,108.05
325,YJP23NMG,Orion Toys Action Figures 325,Toys,Action Figures,Orion,73.33,49.68
326,MOAAQD36,Vertex Toys Puzzles 326,Toys,Puzzles,Vertex,50.2,28.13
327,J125ICJE,Acme Fashion Mens 327,Fashion,Mens,Acme,65.34,49.97
328,44Q2LR18,Nova Toys STEM 328,Toys,STEM,Nova,179.67,97.03
329,34QWT8W3,Orion Electronics Laptop 329,Electronics,Laptop,Orion,80.03999999999999,48.13
330,0UVQ0MDZ,Nova Toys Puzzles 330,Toys,Puzzles,Nova,103.18,82.16
331,4YRT1WCQ,Pulse Sports Cycling 331,Sports,Cycling,Pulse,133.36,105.62
332,LBZ731XR,Nova Electronics Accessories 332,Electronics,Accessories,Nova,63.13,50.25
333,VDEEHMA7,Aurora Home Decor 333,Home,Decor,Aurora,149.68,77.44
334,PXCHG3JE,Vertex Fashion Accessories 334,Fashion,Accessories,Vertex,112.7,85.01
335,BHA522EV,Nova Books Non-Fiction 335,Books,Non-Fiction,Nova,93.99000000000001,60.15
336,SKC0AM6R,Acme Home Kitchen 336,Home,Kitchen,Acme,53.879999999999995,29.17
337,2WOFJAU0,Luna Home Kitchen 337,Home,Kitchen,Luna,112.55,83.05
338,V3QTGWPT,Echo Beauty Skincare 338,Beauty,Skincare,Echo,26.47,19.5
339,5UX9KTNE,Aurora Sports Fitness 339,Sports,Fitness,Aurora,116.05,69.33
340,0BKLVBYF,Luna Toys Board Games 340,Toys,Board Games,Luna,132.16,100.69
341,DL89SPBQ,Acme Electronics Laptop 341,Electronics,Laptop,Acme,96.28999999999999,67.18
342,53B0L4X0,Acme Electronics Audio 342,Electronics,Audio,Acme,165.21,121.73
343,NP7WEGTD,ZenX Sports Outdoor 343,Sports,Outdoor,ZenX,195.9,104.41
344,KM7N2V5Y,ZenX Beauty Makeup 344,Beauty,Makeup,ZenX,52.870000000000005,36.68
345,6MV0AL3S,Aurora Books Fiction 345,Books,Fiction,Aurora,134.72,107.48
346,PDOGOFIA,Luna Electronics Laptop 346,Electronics,Laptop,Luna,115.85,78.98
347,L9TINH4N,Luna Beauty Skincare 347,Beauty,Skincare,Luna,148.39,101.48
348,LEFZAYI7,Luna Home Furniture 348,Home,Furniture,Luna,108.53,68.55
349,GYWVTFD0,Orion Fashion Mens 349,Fashion,Mens,Orion,154.23000000000002,120.33
350,DUAYNKT1,Vertex Beauty Haircare 350,Beauty,Haircare,Vertex,84.06,66.92
351,WOSS9VCK,Acme Home Storage 351,Home,Storage,Acme,162.25,121.21
352,GM4NAM32,Luna Electronics Audio 352,Electronics,Audio,Luna,158.58,115.96
353,UQ4NF3Z8,Echo Beauty Skincare 353,Beauty,Skincare,Echo,86.21000000000001,53.7
354,6E5WQSOL,Acme Toys Action Figures 354,Toys,Action Figures,Acme,142.17000000000002,78.22
355,ZSWE2KME,Nova Electronics Accessories 355,Electronics,Accessories,Nova,120.95,74.37
356,WSFI375Y,Luna Books Academic 356,Books,Academic,Luna,90.03,56.16
357,HY0T5GK7,Aurora Beauty Haircare 357,Beauty,Haircare,Aurora,93.05,71.33
358,7TWLVSGF,Nimbus Sports Outdoor 358,Sports,Outdoor,Nimbus,194.16,137.59
359,YQ9CZPB3,Luna Sports Outdoor 359,Sports,Outdoor,Luna,65.62,35.26
360,PT3BOHTS,Echo Electronics Accessories 360,Electronics,Accessories,Echo,89.27,61.39
361,39BA6L2I,ZenX Home Storage 361,Home,Storage,ZenX,147.07,82.69
362,0W4SFW3R,Vertex Beauty Haircare 362,Beauty,Haircare,Vertex,93.9,71.78
363,CAWLLOWQ,Aurora Home Bedding 363,Home,Bedding,Aurora,160.82,106.78
364,ESBHI8JR,Nimbus Books Non-Fiction 364,Books,Non-Fiction,Nimbus,102.85,64.88
365,MVODQCEK,Echo Home Kitchen 365,Home,Kitchen,Echo,75.21000000000001,41.7
366,BJOVL5WG,Aurora Fashion Mens 366,Fashion,Mens,Aurora,85.76,55.79
367,04H3QJZA,ZenX Electronics Accessories 367,Electronics,Accessories,ZenX,167.23,132.85
368,WQ38MNIX,Vertex Books Comics 368,Books,Comics,Vertex,121.09,91.77
369,0U87HNNT,Nova Electronics Audio 369,Electronics,Audio,Nova,62.53,31.91
370,UC5L7NZG,Vertex Books Comics 370,Books,Comics,Vertex,92.57,47.47
371,NKG8X9SH,Aurora Electronics Camera 371,Electronics,Camera,Aurora,166.76,120.28
372,HMF5JU7C,Orion Fashion Shoes 372,Fashion,Shoes,Orion,171.93,124.35
373,M0A10JKQ,Echo Sports Fitness 373,Sports,Fitness,Echo,170.07999999999998,96.65
374,LDSVJH3O,Aurora Fashion Womens 374,Fashion,Womens,Aurora,122.77,74.45
375,GIYUNCLX,Vertex Beauty Skincare 375,Beauty,Skincare,Vertex,111.71,76.63
376,RCJ2EGQM,Orion Home Furniture 376,Home,Furniture,Orion,84.8,64.57
377,U4D3U18W,Acme Toys Puzzles 377,Toys,Puzzles,Acme,86.19,54.74
378,IVXAS21I,ZenX Electronics Accessories 378,Electronics,Accessories,ZenX,114.83,61.22
379,RY7H46UO,Orion Home Kitchen 379,Home,Kitchen,Orion,188.53,126.29
380,AIQVDXQX,Luna Books Academic 380,Books,Academic,Luna,100.43,70.96
381,16NF5MCX,Pulse Books Comics 381,Books,Comics,Pulse,46.15,27.33
382,XVYT26TF,Aurora Electronics Mobile 382,Electronics,Mobile,Aurora,73.81,51.52
383,5BA66EXX,Echo Fashion Shoes 383,Fashion,Shoes,Echo,166.0,116.05
384,U9T5X2YW,Nimbus Books Academic 384,Books,Academic,Nimbus,133.6,86.26
385,XQPIKMF4,Nova Sports Fitness 385,Sports,Fitness,Nova,140.38,90.17
386,GLXY7864,Vertex Fashion Accessories 386,Fashion,Accessories,Vertex,114.84,67.47
387,Y93PEYU7,Luna Toys Puzzles 387,Toys,Puzzles,Luna,80.02,41.45
388,X5S5K6HT,Nimbus Toys Puzzles 388,Toys,Puzzles,Nimbus,45.94,36.51
389,50BUSTQE,Luna Fashion Accessories 389,Fashion,Accessories,Luna,256.33000000000004,161.53
390,6XB8SJHU,Nova Books Academic 390,Books,Academic,Nova,118.79,82.75
391,X87LREW4,Pulse Beauty Skincare 391,Beauty,Skincare,Pulse,87.97999999999999,59.36
392,0OXEO0K7,Aurora Electronics Laptop 392,Electronics,Laptop,Aurora,95.38,52.35
393,YAEDF897,ZenX Home Bedding 393,Home,Bedding,ZenX,119.02,88.53
394,X7B2U9S4,Nimbus Books Non-Fiction 394,Books,Non-Fiction,Nimbus,108.93,67.0
395,MKHSEMZA,Aurora Beauty Makeup 395,Beauty,Makeup,Aurora,73.02,45.27
396,MQP9XFR5,ZenX Books Academic 396,Books,Academic,ZenX,149.68,77.38
397,NQ8SQVG7,Acme Beauty Fragrance 397,Beauty,Fragrance,Acme,106.76,57.22
398,X8LC1SUK,Vertex Books Non-Fiction 398,Books,Non-Fiction,Vertex,112.41,63.55
399,NR4C3NCI,Luna Home Decor 399,Home,Decor,Luna,155.45,110.47
400,IKRFKIR1,Luna Fashion Shoes 400,Fashion,Shoes,Luna,59.69,42.77
401,5LB4UEFA,Echo Electronics Accessories 401,Electronics,Accessories,Echo,69.0,46.76
402,HK3INI9M,Nimbus Fashion Womens 402,Fashion,Womens,Nimbus,136.51,101.48
403,OBCGM6W3,Acme Beauty Haircare 403,Beauty,Haircare,Acme,87.9,50.29
404,7FXNUE2U,ZenX Electronics Mobile 404,Electronics,Mobile,ZenX,160.12,99.97
405,JLI9LO1T,Vertex Books Comics 405,Books,Comics,Vertex,57.22,30.23
406,FM4O4Q02,Aurora Home Decor 406,Home,Decor,Aurora,93.59,60.65
407,W0LSG6IE,Pulse Fashion Accessories 407,Fashion,Accessories,Pulse,121.62,73.24
408,0MPMV3DD,Orion Books Academic 408,Books,Academic,Orion,69.83,55.28
409,AS0803FF,Nimbus Sports Outdoor 409,Sports,Outdoor,Nimbus,47.17,25.28
410,SLS06DFZ,Acme Electronics Audio 410,Electronics,Audio,Acme,91.81,57.52
411,6HNNDFG4,Nimbus Sports Cycling 411,Sports,Cycling,Nimbus,108.28999999999999,60.89
412,WKNR6IMX,Aurora Fashion Mens 412,Fashion,Mens,Aurora,64.75,44.37
413,MQGBX1JC,ZenX Sports Fitness 413,Sports,Fitness,ZenX,67.1,41.92
414,S9RDKNKX,Luna Sports Cycling 414,Sports,Cycling,Luna,124.42,93.89
415,IV92GFAP,Nova Home Furniture 415,Home,Furniture,Nova,105.85,73.14
416,VECM137G,Echo Fashion Accessories 416,Fashion,Accessories,Echo,39.86,20.23
417,SFXP815A,Nimbus Beauty Skincare 417,Beauty,Skincare,Nimbus,89.44,47.1
418,IWVHYVKB,Vertex Sports Team Sports 418,Sports,Team Sports,Vertex,102.08,56.26
419,QF843US6,Pulse Beauty Skincare 419,Beauty,Skincare,Pulse,127.53,98.22
420,RS7QLXT8,Acme Home Furniture 420,Home,Furniture,Acme,90.28999999999999,59.53
421,LABWW2XZ,Nimbus Books Non-Fiction 421,Books,Non-Fiction,Nimbus,91.75999999999999,62.0
422,JLQCJ9G2,Nova Books Non-Fiction 422,Books,Non-Fiction,Nova,148.49,78.9
423,1WQU6O5I,Nova Books Academic 423,Books,Academic,Nova,95.25,67.39
424,7TB9YIIJ,Echo Fashion Womens 424,Fashion,Womens,Echo,93.72,54.88
425,EQJBZ6G1,Nova Beauty Skincare 425,Beauty,Skincare,Nova,158.06,113.31
426,MGLG66RA,Orion Beauty Haircare 426,Beauty,Haircare,Orion,74.93,58.77
427,0UK2SPSA,Pulse Electronics Camera 427,Electronics,Camera,Pulse,284.13,217.61
428,IXIYE7G9,Echo Electronics Mobile 428,Electronics,Mobile,Echo,45.23,23.39
429,1KNW4SYS,Echo Electronics Laptop 429,Electronics,Laptop,Echo,80.61,62.64
430,5VK4PJOE,Pulse Electronics Audio 430,Electronics,Audio,Pulse,135.36,91.02
431,6TAHQDOB,Luna Sports Team Sports 431,Sports,Team Sports,Luna,166.79000000000002,128.69
432,0K5FZBRF,Orion Beauty Skincare 432,Beauty,Skincare,Orion,122.81,83.3
433,XM7WPPZ2,Nimbus Electronics Laptop 433,Electronics,Laptop,Nimbus,197.1,138.9
434,6GAKYIKP,Acme Beauty Fragrance 434,Beauty,Fragrance,Acme,110.02,73.16
435,K5Y9KNEM,Nimbus Toys Action Figures 435,Toys,Action Figures,Nimbus,119.33,86.48
436,G8PYB044,Nova Toys Board Games 436,Toys,Board Games,Nova,61.34,39.95
437,S32U8ORM,Acme Fashion Womens 437,Fashion,Womens,Acme,127.46,80.47
438,O1O2JGIC,Acme Home Kitchen 438,Home,Kitchen,Acme,67.87,40.58
439,BJB7YPWM,Aurora Books Fiction 439,Books,Fiction,Aurora,76.6,59.59
440,HY8B2QF6,Nimbus Fashion Mens 440,Fashion,Mens,Nimbus,72.11,41.58
441,3RB0F91W,Acme Beauty Makeup 441,Beauty,Makeup,Acme,151.49,86.18
442,4WORAAAC,Acme Fashion Womens 442,Fashion,Womens,Acme,150.63,114.3
443,S0QEVGZP,Vertex Toys Board Games 443,Toys,Board Games,Vertex,65.56,45.34
444,TFSS39KU,Nova Beauty Makeup 444,Beauty,Makeup,Nova,76.02,45.94
445,54TBWY4P,Aurora Sports Fitness 445,Sports,Fitness,Aurora,117.1,76.51
446,MKEQ3K2K,Pulse Books Comics 446,Books,Comics,Pulse,122.96,82.81
447,XPW1LD2N,Pulse Toys Puzzles 447,Toys,Puzzles,Pulse,101.4,59.36
448,84PI2V53,Aurora Books Non-Fiction 448,Books,Non-Fiction,Aurora,100.49,74.07
449,1NWBNXOX,Pulse Electronics Audio 449,Electronics,Audio,Pulse,93.67,67.87
450,465ESXQD,Vertex Home Furniture 450,Home,Furniture,Vertex,101.03999999999999,54.63
451,ZN90IB1N,Nova Fashion Accessories 451,Fashion,Accessories,Nova,92.46000000000001,68.68
452,NBU17SH4,Orion Sports Outdoor 452,Sports,Outdoor,Orion,66.08,41.14
453,R7KBP2TF,Nimbus Toys Action Figures 453,Toys,Action Figures,Nimbus,167.04000000000002,132.23
454,FNPDZ2TV,ZenX Fashion Womens 454,Fashion,Womens,ZenX,210.01,130.57
455,GD7Y6IKP,Acme Toys STEM 455,Toys,STEM,Acme,237.38,124.94
456,IOL66L06,Nova Home Decor 456,Home,Decor,Nova,94.76,51.85
457,A8PWULY5,ZenX Fashion Accessories 457,Fashion,Accessories,ZenX,92.0,72.84
458,6DNZXEZS,Orion Toys STEM 458,Toys,STEM,Orion,89.71000000000001,64.56
459,XU1RXK8K,Nimbus Toys Action Figures 459,Toys,Action Figures,Nimbus,61.81,39.9
460,QOTXFXO3,Nova Beauty Makeup 460,Beauty,Makeup,Nova,111.51,68.09
461,IVH3ILAG,Nova Fashion Accessories 461,Fashion,Accessories,Nova,114.22,64.61
462,8Q3VR8JN,ZenX Books Fiction 462,Books,Fiction,ZenX,124.86,86.5
463,ZMGGG42V,Acme Books Comics 463,Books,Comics,Acme,54.57,28.12
464,IFFO3LVX,Nimbus Beauty Makeup 464,Beauty,Makeup,Nimbus,98.69,59.63
465,3ZRLI3E8,Orion Books Non-Fiction 465,Books,Non-Fiction,Orion,82.61,42.62
466,PRJSAK4N,Echo Electronics Laptop 466,Electronics,Laptop,Echo,146.05,115.28
467,273A4WVB,ZenX Books Fiction 467,Books,Fiction,ZenX,117.01,69.07
468,MY7OH873,Orion Electronics Laptop 468,Electronics,Laptop,Orion,74.14,53.64
469,HUJF7HPL,Acme Electronics Audio 469,Electronics,Audio,Acme,114.38,90.44
470,STMC8X1X,Luna Fashion Womens 470,Fashion,Womens,Luna,147.70999999999998,77.74
471,RQOF04E1,Pulse Electronics Laptop 471,Electronics,Laptop,Pulse,69.2,51.34
472,5MYZCAYB,Vertex Fashion Accessories 472,Fashion,Accessories,Vertex,79.6,43.8
473,BXDF6U70,ZenX Electronics Mobile 473,Electronics,Mobile,ZenX,209.81,122.5
474,H3Z2OZXP,Nova Toys STEM 474,Toys,STEM,Nova,129.2,91.61
475,EK35QELD,Echo Books Non-Fiction 475,Books,Non-Fiction,Echo,117.92,66.47
476,QMSX4LBG,Nova Beauty Makeup 476,Beauty,Makeup,Nova,92.75,57.13
477,GCMIQPBU,Pulse Home Decor 477,Home,Decor,Pulse,53.78,30.45
478,R76255R9,ZenX Fashion Accessories 478,Fashion,Accessories,ZenX,80.64,41.72
479,8N20ZSPP,Vertex Fashion Mens 479,Fashion,Mens,Vertex,95.38,72.07
480,N986A42S,Acme Home Kitchen 480,Home,Kitchen,Acme,73.26,49.95
481,I6MCIXOK,Nova Beauty Fragrance 481,Beauty,Fragrance,Nova,111.77,64.68
482,9RYD3SOY,Echo Fashion Shoes 482,Fashion,Shoes,Echo,143.18,109.02
483,M1FORR44,Vertex Fashion Shoes 483,Fashion,Shoes,Vertex,164.78,94.61
484,GCWUEBWO,Nimbus Sports Fitness 484,Sports,Fitness,Nimbus,33.59,25.41
485,RBYX757E,Nova Books Non-Fiction 485,Books,Non-Fiction,Nova,138.9,74.67
486,JU0VKL5L,Luna Beauty Fragrance 486,Beauty,Fragrance,Luna,160.54000000000002,108.97
487,8ORFOE6A,Vertex Electronics Laptop 487,Electronics,Laptop,Vertex,98.88,71.28
488,8BAZ5SHS,Acme Home Storage 488,Home,Storage,Acme,183.76,116.78
489,LAEHCZVG,Pulse Toys STEM 489,Toys,STEM,Pulse,69.24000000000001,47.06
490,J6N641XY,ZenX Home Furniture 490,Home,Furniture,ZenX,130.88,85.57
491,IYL9RLR5,Nova Books Non-Fiction 491,Books,Non-Fiction,Nova,143.95,88.29
492,TFF918O1,Echo Sports Team Sports 492,Sports,Team Sports,Echo,191.23,100.61
493,0A73Y52A,Nova Beauty Fragrance 493,Beauty,Fragrance,Nova,169.34,114.72
494,DCPVPD9O,Luna Books Non-Fiction 494,Books,Non-Fiction,Luna,87.43,46.33
495,VNVSCCFG,Pulse Sports Team Sports 495,Sports,Team Sports,Pulse,44.71,28.43
496,0CE3W5N3,ZenX Books Comics 496,Books,Comics,ZenX,89.17,62.13
497,QV7EUG5G,Nova Electronics Laptop 497,Electronics,Laptop,Nova,64.15,44.84
498,GIIGLJLD,Acme Beauty Makeup 498,Beauty,Makeup,Acme,124.52,79.34
499,102BT451,Pulse Books Non-Fiction 499,Books,Non-Fiction,Pulse,78.1,55.69
500,2Z781371,ZenX Toys Puzzles 500,Toys,Puzzles,ZenX,102.74,81.01
501,2C9M8U3M,Nimbus Home Furniture 501,Home,Furniture,Nimbus,120.05,84.57
502,FPROAHFM,Luna Books Academic 502,Books,Academic,Luna,160.24,107.89
503,JC5TGKOG,Orion Fashion Shoes 503,Fashion,Shoes,Orion,81.09,59.59
504,N3UKXM9F,Luna Toys STEM 504,Toys,STEM,Luna,112.22999999999999,57.17
505,HUQD0E5K,Acme Electronics Audio 505,Electronics,Audio,Acme,103.95,54.96
506,Y3Z7YS5R,Acme Sports Team Sports 506,Sports,Team Sports,Acme,121.87,63.25
507,QB0465TA,Luna Fashion Shoes 507,Fashion,Shoes,Luna,70.63,37.38
508,YMM0P2KI,Acme Beauty Skincare 508,Beauty,Skincare,Acme,109.09,59.41
509,Z495Y36V,ZenX Home Furniture 509,Home,Furniture,ZenX,90.63,56.33
510,9W3AE0O1,Pulse Fashion Shoes 510,Fashion,Shoes,Pulse,118.53,78.88
511,NEWEJ13K,Orion Electronics Accessories 511,Electronics,Accessories,Orion,60.17,30.12
512,8E7G5Y6Z,ZenX Books Comics 512,Books,Comics,ZenX,62.6,46.62
513,3HJC22A1,Pulse Books Academic 513,Books,Academic,Pulse,73.37,41.63
514,H4IM5QAK,Echo Beauty Skincare 514,Beauty,Skincare,Echo,89.50999999999999,68.32
515,YW1HIZE0,Pulse Books Comics 515,Books,Comics,Pulse,125.17,71.22
516,1PY92LE4,Aurora Beauty Makeup 516,Beauty,Makeup,Aurora,100.01,55.19
517,KGPZ26S5,Orion Sports Fitness 517,Sports,Fitness,Orion,60.46,47.77
518,ISAV84V1,Aurora Toys Puzzles 518,Toys,Puzzles,Aurora,114.81,71.43
519,MWSUAUVA,Luna Books Non-Fiction 519,Books,Non-Fiction,Luna,139.89,81.68
520,HOTBQ74Q,Nimbus Books Comics 520,Books,Comics,Nimbus,139.36,77.37
521,XAGJL6VC,Aurora Home Storage 521,Home,Storage,Aurora,128.91,81.02
522,B28ZOJQX,ZenX Home Furniture 522,Home,Furniture,ZenX,56.47,44.16
523,68CMSR5E,Pulse Beauty Makeup 523,Beauty,Makeup,Pulse,76.57,39.29
524,2R9PD53R,Nova Home Bedding 524,Home,Bedding,Nova,94.14,53.23
525,TGVWZ9U1,Nova Sports Team Sports 525,Sports,Team Sports,Nova,116.2,91.45
526,357BUILU,Aurora Electronics Laptop 526,Electronics,Laptop,Aurora,42.59,31.97
527,OYS9R7FI,Pulse Books Fiction 527,Books,Fiction,Pulse,181.22,106.54
528,BRY8QE1E,Vertex Sports Fitness 528,Sports,Fitness,Vertex,92.02000000000001,70.68
529,OLILOGPG,Nova Sports Cycling 529,Sports,Cycling,Nova,84.29,58.46
530,18QEF65B,Orion Books Comics 530,Books,Comics,Orion,289.68,220.98
531,7W2N3ZAJ,Vertex Fashion Shoes 531,Fashion,Shoes,Vertex,109.39,55.36
532,XAQV696E,Nimbus Sports Team Sports 532,Sports,Team Sports,Nimbus,61.21,41.63
533,CJMCVUMX,ZenX Books Non-Fiction 533,Books,Non-Fiction,ZenX,127.21,89.49
534,IK8FZBQK,Vertex Fashion Accessories 534,Fashion,Accessories,Vertex,77.6,40.86
535,AGKV7W91,Vertex Sports Cycling 535,Sports,Cycling,Vertex,109.86,81.82
536,GIK2Z19J,Echo Toys Puzzles 536,Toys,Puzzles,Echo,112.17,69.34
537,0MPG8NGK,Aurora Toys Puzzles 537,Toys,Puzzles,Aurora,62.09,40.02
538,3RYM3KTP,ZenX Electronics Mobile 538,Electronics,Mobile,ZenX,83.11,52.66
539,S05FVJGJ,Nova Home Storage 539,Home,Storage,Nova,60.14,32.07
540,5BYF96TN,Acme Home Storage 540,Home,Storage,Acme,114.18,71.53
541,D07PBMRI,Nimbus Books Non-Fiction 541,Books,Non-Fiction,Nimbus,88.08,45.36
542,SMQBX4B3,ZenX Toys STEM 542,Toys,STEM,ZenX,121.91,86.87
543,D5VWMY5V,Pulse Toys Puzzles 543,Toys,Puzzles,Pulse,69.07,43.52
544,V0WBUXET,Luna Toys STEM 544,Toys,STEM,Luna,180.26,112.67
545,RAHC2RZX,Vertex Toys Board Games 545,Toys,Board Games,Vertex,62.39,36.81
546,ZN8TENBX,Nova Sports Fitness 546,Sports,Fitness,Nova,142.69,94.03
547,FA64QGWS,Pulse Electronics Laptop 547,Electronics,Laptop,Pulse,87.45,56.93
548,TCIVZG0X,Luna Sports Outdoor 548,Sports,Outdoor,Luna,135.18,73.75
549,RMA6AYCF,Acme Books Fiction 549,Books,Fiction,Acme,91.86,50.99
550,SYB8WF53,Pulse Home Decor 550,Home,Decor,Pulse,110.72999999999999,87.42
551,YILRPG66,ZenX Fashion Womens 551,Fashion,Womens,ZenX,120.31,85.07
552,I42VPZJ3,Aurora Home Decor 552,Home,Decor,Aurora,88.94,57.94
553,I55XNX34,Nova Sports Team Sports 553,Sports,Team Sports,Nova,84.73,64.84
554,SCOCG3JL,Pulse Toys Puzzles 554,Toys,Puzzles,Pulse,88.9,55.18
555,W02IWQZD,Luna Home Bedding 555,Home,Bedding,Luna,122.41,77.14
556,B7O0M6V3,Echo Sports Outdoor 556,Sports,Outdoor,Echo,61.1,38.83
557,9UR1U6B5,Vertex Electronics Laptop 557,Electronics,Laptop,Vertex,121.97,75.23
558,7Y6UNJQR,Acme Electronics Camera 558,Electronics,Camera,Acme,44.89,32.34
559,YSPYWRZA,Acme Toys Board Games 559,Toys,Board Games,Acme,107.72,67.56
560,YXDUA138,Nova Beauty Skincare 560,Beauty,Skincare,Nova,123.38,90.18
561,9QEDQCV7,Acme Sports Fitness 561,Sports,Fitness,Acme,101.49000000000001,69.16
562,V4GSCRE1,Vertex Books Fiction 562,Books,Fiction,Vertex,80.38,62.84
563,W6MUH224,Aurora Home Storage 563,Home,Storage,Aurora,65.83,38.04
564,VBCH0PT9,Luna Fashion Womens 564,Fashion,Womens,Luna,97.43,72.21
565,GA22O3MD,Echo Fashion Womens 565,Fashion,Womens,Echo,44.16,27.68
566,20NVM6AZ,Orion Home Storage 566,Home,Storage,Orion,141.92000000000002,82.8
567,K1KMBL61,Pulse Electronics Audio 567,Electronics,Audio,Pulse,81.57,61.83
568,Y9KES0VT,Pulse Beauty Makeup 568,Beauty,Makeup,Pulse,68.66,49.9
569,QTXD6TO5,Orion Sports Outdoor 569,Sports,Outdoor,Orion,85.22,58.89
570,QDY5XAUQ,Vertex Toys Action Figures 570,Toys,Action Figures,Vertex,97.82,52.6
571,9G71BN08,Echo Toys Puzzles 571,Toys,Puzzles,Echo,47.870000000000005,35.16
572,7YT2TWW0,ZenX Fashion Shoes 572,Fashion,Shoes,ZenX,71.56,42.38
573,H5VZM1S6,Luna Beauty Skincare 573,Beauty,Skincare,Luna,124.66,79.65
574,7M6U2YE1,ZenX Sports Cycling 574,Sports,Cycling,ZenX,104.36,82.29
575,SNIDD0RY,Vertex Electronics Camera 575,Electronics,Camera,Vertex,88.59,58.14
576,5BPB4TJS,Vertex Home Storage 576,Home,Storage,Vertex,180.89,105.6
577,C5T4H90A,Echo Home Storage 577,Home,Storage,Echo,135.1,106.39
578,MH67KMXE,Vertex Books Comics 578,Books,Comics,Vertex,63.94,34.01
579,VJ1Q8XWU,Orion Beauty Fragrance 579,Beauty,Fragrance,Orion,175.18,111.0
580,JDFTO30L,Nimbus Sports Team Sports 580,Sports,Team Sports,Nimbus,146.59,93.3
581,XQBBSKRT,Pulse Electronics Accessories 581,Electronics,Accessories,Pulse,89.38,67.16
582,3TK1AQG2,Aurora Home Bedding 582,Home,Bedding,Aurora,103.78,76.49
583,ZQENNBSO,Luna Toys Board Games 583,Toys,Board Games,Luna,134.65,98.69
584,3JMG7N3P,Aurora Toys Puzzles 584,Toys,Puzzles,Aurora,109.05,74.18
585,6PAWCW46,ZenX Beauty Haircare 585,Beauty,Haircare,ZenX,152.49,104.51
586,E1ECI6OH,Vertex Electronics Camera 586,Electronics,Camera,Vertex,122.36,87.61
587,DXM32JZK,ZenX Home Bedding 587,Home,Bedding,ZenX,88.21,64.48
588,ZENJN79R,Aurora Electronics Audio 588,Electronics,Audio,Aurora,100.84,67.32
589,4PI08FZV,Vertex Sports Team Sports 589,Sports,Team Sports,Vertex,95.62,60.57
590,TZ1IXYF7,ZenX Electronics Laptop 590,Electronics,Laptop,ZenX,79.59,60.19
591,W60Y4BFU,Orion Toys Action Figures 591,Toys,Action Figures,Orion,99.09,60.97
592,50C5DT9Y,Aurora Beauty Haircare 592,Beauty,Haircare,Aurora,108.88,66.58
593,UL4H7OH2,Nimbus Books Fiction 593,Books,Fiction,Nimbus,95.52000000000001,64.62
594,Z7EG2MW9,Echo Sports Outdoor 594,Sports,Outdoor,Echo,118.83,87.43
595,YXGCBSPE,Vertex Beauty Makeup 595,Beauty,Makeup,Vertex,127.63,101.4
596,M9HGS74B,Nimbus Toys Board Games 596,Toys,Board Games,Nimbus,235.85,145.67
597,1Q8WP1CH,Vertex Electronics Audio 597,Electronics,Audio,Vertex,55.92,40.95
