spend_id,date_key,campaign_id,channel_id,impressions,clicks,spend
739,20250115,9,5,1721,65,74.5
740,20250116,9,5,1658,47,45.9
741,20250117,9,5,1148,16,12.19
742,20250118,9,5,1148,25,21.61
743,20250119,9,5,2088,95,38.28
744,20250120,9,5,1452,66,48.74
745,20250121,9,5,990,11,4.67
746,20250122,9,5,874,38,14.56
747,20250123,9,5,1564,55,33.02
748,20250124,9,5,1395,41,32.37
749,20250125,9,5,2287,83,63.15
750,20250126,9,5,2272,46,18.58
751,20250127,9,5,914,13,5.61
752,20250128,9,5,2200,71,38.55
753,20250129,9,5,819,37,15.54
754,20250130,9,5,1066,53,19.18
755,20250131,9,5,2365,101,46.23
756,20250201,9,5,916,11,13.06
757,20250202,9,5,1514,43,30.03
758,20250203,9,5,1815,78,80.54
759,20250204,9,5,2088,37,36.5
760,20250205,9,5,2017,31,20.65
761,20250206,9,5,1932,63,60.61
762,20250207,9,5,2887,43,38.64
763,20250208,9,5,1035,24,12.49
764,20250209,9,5,1924,28,32.7
765,20250210,9,5,2277,30,29.21
766,20250211,9,5,1296,46,40.59
767,20250212,9,5,2698,76,36.96
768,20250213,9,5,2737,77,60.4
769,20250214,9,5,2341,85,65.13
770,20250215,9,5,2182,60,63.34
771,20250216,9,5,1205,48,34.73
772,20250217,9,5,2246,23,23.07
773,20250218,9,5,2928,114,62.31
774,20250219,9,5,1643,60,24.49
775,20250220,9,5,1202,14,4.76
776,20250221,9,5,1054,44,49.44
777,20250222,9,5,1893,98,113.45
778,20250223,9,5,2127,89,82.27
779,20250224,9,5,1408,29,31.59
780,20250225,9,5,1340,18,16.39
781,20250226,9,5,1331,54,59.16
782,20250227,9,5,2860,123,92.39
783,20250228,9,5,2633,67,45.95
784,20250301,9,5,986,44,49.91
785,20250302,9,5,962,47,26.37
786,20250303,9,5,1040,51,17.19
787,20250304,9,5,1061,24,25.8
788,20250305,9,5,2853,29,28.49
789,20250306,9,5,1103,28,13.92
790,20250307,9,5,2958,30,19.41
791,20250308,9,5,1490,28,13.54
792,20250309,9,5,1955,66,50.31
793,20250310,9,5,2552,43,43.38
794,20250311,9,5,1733,55,28.86
795,20250312,9,5,1580,76,85.9
796,20250313,9,5,2199,95,97.84
797,20250314,9,5,1903,37,28.07
798,20250315,9,5,2254,40,17.57
799,20250316,9,5,2022,28,20.53
800,20250317,9,5,1323,62,34.13
801,20250318,9,5,1232,39,21.03
802,20250319,9,5,2100,74,24.53
803,20250320,9,5,1871,78,36.96
804,20250321,9,5,2837,46,50.91
805,20250322,9,5,1156,19,14.76
806,20250323,9,5,1955,94,77.79
807,20250324,9,5,1029,28,33.36
808,20250325,9,5,2132,105,89.07
809,20250326,9,5,1000,12,3.7
810,20250327,9,5,1573,31,19.74
811,20250328,9,5,2407,89,41.23
812,20250329,9,5,1347,15,12.72
813,20250330,9,5,2339,47,20.3
814,20250331,9,5,1001,35,10.7
815,20250401,10,5,1349,52,46.42
816,20250402,10,5,2456,26,11.21
817,20250403,10,5,1685,18,15.31
818,20250404,10,5,2131,74,68.84
819,20250405,10,5,868,15,18.19
820,20250406,10,5,2148,64,41.58
821,20250407,10,5,1816,49,50.96
822,20250408,10,5,1820,83,54.38
823,20250409,10,5,1427,33,19.63
824,20250410,10,5,1725,64,31.92
825,20250411,10,5,2591,89,79.09
826,20250412,10,5,1940,48,42.89
827,20250413,10,5,812,10,6.21
828,20250414,10,5,1096,41,16.69
829,20250415,10,5,1892,42,46.12
830,20250416,10,5,2403,99,71.05
831,20250417,10,5,1842,52,26.8
832,20250418,10,5,2063,83,38.27
833,20250419,10,5,1085,40,21.99
834,20250420,10,5,1561,82,48.34
835,20250421,10,5,2124,22,11.55
836,20250422,10,5,1466,65,77.09
837,20250423,10,5,2188,40,31.15
838,20250424,10,5,1056,14,15.55
839,20250425,10,5,2442,78,85.11
840,20250426,10,5,1334,66,74.33
841,20250427,10,5,1936,53,25.3
842,20250428,10,5,2027,59,49.49
843,20250429,10,5,2081,69,37.58
844,20250430,10,5,1060,21,23.69
845,20250501,10,5,2531,81,56.93
846,20250502,10,5,1989,45,34.99
847,20250503,10,5,2148,93,102.13
848,20250504,10,5,1016,48,34.14
849,20250505,10,5,972,28,19.62
850,20250506,10,5,1910,49,31.0
851,20250507,10,5,2833,117,115.6
852,20250508,10,5,2976,73,37.61
853,20250509,10,5,2394,103,75.31
854,20250510,10,5,1110,23,14.28
855,20250511,10,5,976,30,11.94
856,20250512,10,5,1240,49,43.56
857,20250513,10,5,1387,38,44.16
858,20250514,10,5,2129,92,78.61
859,20250515,10,5,2357,28,21.15
860,20250516,10,5,1440,60,63.33
861,20250517,10,5,2243,88,49.61
862,20250518,10,5,2274,85,69.39
863,20250519,10,5,1109,34,11.99
864,20250520,10,5,1488,54,18.01
865,20250521,10,5,2466,101,31.16
866,20250522,10,5,2770,94,43.15
867,20250523,10,5,2595,63,20.83
868,20250524,10,5,1728,25,20.02
869,20250525,10,5,871,44,40.23
870,20250526,10,5,1271,27,28.09
871,20250527,10,5,1160,22,8.14
872,20250528,10,5,2826,100,102.98
873,20250529,10,5,2981,66,41.67
874,20250530,10,5,2197,58,69.14
875,20250531,10,5,676,7,6.88
876,20250601,10,5,861,45,52.24
877,20250602,10,5,2828,68,69.67
878,20250603,10,5,1420,47,32.19
879,20250604,10,5,2983,144,102.88
880,20250605,10,5,1374,55,63.59
881,20250606,10,5,2570,62,37.63
882,20250607,10,5,2207,31,31.99
883,20250608,10,5,1443,39,28.17
884,20250609,10,5,2395,87,29.06
885,20250610,10,5,1343,49,41.5
886,20250611,10,5,1881,91,104.59
887,20250612,10,5,2129,85,46.79
888,20250613,10,5,1594,43,27.2
889,20250614,10,5,2306,35,38.33
890,20250615,10,5,1957,28,11.72
891,20250616,10,5,2442,106,123.42
892,20250617,10,5,2655,92,71.13
893,20250618,10,5,1330,51,38.64
894,20250619,10,5,2825,43,32.26
895,20250620,10,5,2630,55,65.29
896,20250621,10,5,1116,36,21.71
897,20250622,10,5,1791,87,63.95
898,20250623,10,5,1965,92,59.65
899,20250624,10,5,2594,38,15.34
900,20250625,10,5,2968,44,23.84
901,20250626,10,5,2463,92,54.96
902,20250627,10,5,2901,119,99.11
903,20250628,10,5,1848,76,80.89
904,20250629,10,5,1128,39,19.33
905,20250630,10,5,2144,53,51.78
906,20250101,11,6,2252,36,26.73
907,20250102,11,6,1276,44,40.91
908,20250103,11,6,2425,58,32.71
909,20250104,11,6,2313,34,10.91
910,20250105,11,6,2394,30,31.91
911,20250106,11,6,2594,119,48.19
912,20250107,11,6,1876,34,15.2
913,20250108,11,6,1893,62,48.79
914,20250109,11,6,1675,53,34.41
915,20250110,11,6,2696,103,94.05
916,20250111,11,6,2312,26,16.22
917,20250112,11,6,2362,78,33.56
918,20250113,11,6,2326,105,95.64
919,20250114,11,6,2054,27,15.98
920,20250115,11,6,2420,102,105.64
921,20250116,11,6,2512,67,71.88
922,20250117,11,6,1182,52,50.21
923,20250118,11,6,872,14,10.82
924,20250119,11,6,1981,79,55.48
925,20250120,11,6,2967,98,70.53
926,20250121,11,6,1181,55,36.55
927,20250122,11,6,2370,86,49.78
928,20250123,11,6,1289,44,40.63
929,20250124,11,6,2770,95,105.43
930,20250125,11,6,2085,87,65.6
931,20250126,11,6,1147,48,27.46
932,20250127,11,6,1178,43,36.53
933,20250128,11,6,2728,135,122.04
934,20250129,11,6,830,29,9.54
935,20250130,11,6,1176,34,25.29
936,20250131,11,6,1302,17,15.67
937,20250201,11,6,2366,69,27.97
938,20250202,11,6,1363,64,45.57
939,20250203,11,6,2532,62,55.49
940,20250204,11,6,2459,61,59.76
941,20250205,11,6,1391,36,12.77
942,20250206,11,6,1514,28,17.78
943,20250207,11,6,828,14,8.41
944,20250208,11,6,2259,57,19.8
945,20250209,11,6,1233,16,7.86
946,20250210,11,6,2510,61,66.03
947,20250211,11,6,1232,61,54.96
948,20250212,11,6,2891,104,104.97
949,20250213,11,6,2017,72,81.19
950,20250214,11,6,1027,22,20.65
951,20250215,11,6,2042,86,36.61
952,20250216,11,6,932,30,26.87
953,20250217,11,6,919,10,8.38
954,20250218,11,6,2956,135,84.51
955,20250219,11,6,2668,60,59.45
956,20250220,11,6,1915,52,18.35
957,20250221,11,6,834,41,18.44
958,20250222,11,6,2300,62,21.28
959,20250223,11,6,1996,98,48.43
960,20250224,11,6,1177,58,19.63
961,20250225,11,6,2502,35,15.84
962,20250226,11,6,2637,51,40.6
963,20250227,11,6,1072,11,8.9
964,20250228,11,6,1987,25,16.81
965,20250301,11,6,880,11,4.2
966,20250302,11,6,1232,21,22.08
967,20250303,11,6,1061,52,26.24
968,20250304,11,6,1644,81,89.34
969,20250305,11,6,1112,41,25.71
970,20250306,11,6,2311,102,59.96
971,20250307,11,6,2403,90,56.08
972,20250308,11,6,916,17,14.53
973,20250309,11,6,1444,47,48.53
974,20250310,11,6,2870,42,46.02
975,20250311,11,6,1516,47,23.77
976,20250312,11,6,1111,28,26.98
977,20250313,11,6,2783,115,47.98
978,20250314,11,6,1418,53,39.9
979,20250315,11,6,1669,41,46.68
980,20250316,11,6,1744,77,50.45
981,20250317,11,6,1163,56,28.7
982,20250318,11,6,2651,94,90.13
983,20250319,11,6,1819,73,34.24
984,20250320,11,6,955,24,17.71
985,20250321,11,6,826,27,19.43
986,20250322,11,6,2295,96,36.99
987,20250323,11,6,1490,53,47.28
988,20250324,11,6,1720,27,26.05
989,20250325,11,6,888,26,28.98
990,20250326,11,6,2295,53,48.68
991,20250327,11,6,2731,41,21.36
992,20250328,11,6,1897,91,37.05
993,20250329,11,6,1497,24,15.78
994,20250330,11,6,891,31,26.13
995,20250331,11,6,2243,34,34.95
996,20250401,12,6,1063,50,29.78
997,20250402,12,6,2084,99,33.86
998,20250403,12,6,808,25,17.1
999,20250404,12,6,1037,15,5.67
1000,20250405,12,6,2001,47,47.37
1001,20250406,12,6,2251,73,34.14
1002,20250407,12,6,1926,53,26.36
1003,20250408,12,6,1973,76,32.39
1004,20250409,12,6,1448,55,31.51
1005,20250410,12,6,1199,32,13.23
1006,20250411,12,6,2372,115,43.48
1007,20250412,12,6,752,11,3.36
1008,20250413,12,6,903,34,12.24
1009,20250414,12,6,1833,44,19.37
1010,20250415,12,6,2553,83,48.66
1011,20250416,12,6,2206,36,28.41
1012,20250417,12,6,1948,86,30.15
1013,20250418,12,6,2507,83,53.56
1014,20250419,12,6,1943,98,114.83
1015,20250420,12,6,1226,46,41.66
1016,20250421,12,6,2843,55,58.39
1017,20250422,12,6,992,22,12.22
1018,20250423,12,6,1654,30,15.88
1019,20250424,12,6,2220,75,27.4
1020,20250425,12,6,2884,39,11.75
1021,20250426,12,6,2083,23,12.34
1022,20250427,12,6,1795,55,42.82
1023,20250428,12,6,1729,30,16.93
1024,20250429,12,6,2098,82,52.92
1025,20250430,12,6,2588,32,13.3
1026,20250501,12,6,1030,36,21.12
1027,20250502,12,6,2908,83,75.53
1028,20250503,12,6,878,35,38.45
1029,20250504,12,6,914,42,42.79
1030,20250505,12,6,1807,48,33.8
1031,20250506,12,6,871,23,16.84
1032,20250507,12,6,1304,32,37.59
1033,20250508,12,6,2505,46,14.91
1034,20250509,12,6,837,18,10.43
1035,20250510,12,6,2351,50,17.23
1036,20250511,12,6,1176,58,65.78
1037,20250512,12,6,808,9,4.32
1038,20250513,12,6,1421,66,22.36
1039,20250514,12,6,2675,109,55.68
1040,20250515,12,6,2164,100,97.01
1041,20250516,12,6,2882,35,12.89
1042,20250517,12,6,847,27,18.92
1043,20250518,12,6,994,40,12.26
1044,20250519,12,6,2970,90,59.4
1045,20250520,12,6,2967,114,63.6
1046,20250521,12,6,1586,73,75.52
1047,20250522,12,6,2248,60,26.3
1048,20250523,12,6,860,33,10.11
1049,20250524,12,6,1669,55,45.68
1050,20250525,12,6,1396,50,56.18
1051,20250526,12,6,1624,57,42.14
1052,20250527,12,6,2024,21,19.93
1053,20250528,12,6,1077,20,11.03
1054,20250529,12,6,2916,64,53.32
1055,20250530,12,6,1074,17,13.48
1056,20250531,12,6,2224,76,83.6
1057,20250601,12,6,2061,83,26.89
1058,20250602,12,6,1693,73,83.18
1059,20250603,12,6,2570,72,70.8
1060,20250604,12,6,2347,106,119.29
1061,20250605,12,6,1171,47,41.91
1062,20250606,12,6,1457,48,39.47
1063,20250607,12,6,777,39,20.54
1064,20250608,12,6,885,23,7.41
1065,20250609,12,6,2537,84,94.25
1066,20250610,12,6,1455,53,36.24
1067,20250611,12,6,1700,82,60.26
1068,20250612,12,6,1206,56,66.56
1069,20250613,12,6,1491,19,11.0
1070,20250614,12,6,1432,69,51.75
1071,20250615,12,6,1090,51,53.01
1072,20250616,12,6,2720,35,23.71
1073,20250617,12,6,1439,19,19.84
1074,20250618,12,6,2174,59,48.46
1075,20250619,12,6,1330,50,48.77
1076,20250620,12,6,2411,51,20.43
1077,20250621,12,6,2228,107,44.17
1078,20250622,12,6,724,31,18.11
1079,20250623,12,6,2257,44,28.13
1080,20250624,12,6,892,40,25.92
1081,20250625,12,6,1920,85,84.54
1082,20250626,12,6,1333,53,18.44
1083,20250627,12,6,1782,47,15.72
1084,20250628,12,6,2200,23,18.96
1085,20250629,12,6,1623,70,63.94
1086,20250630,12,6,1027,33,14.52
