order_id,order_date_key,customer_id,order_status,discount_amount,shipping_fee,order_revenue,order_cost
8084,20250121,4121,Returned,5,0.0,278.7,192.47
8085,20240321,3117,Completed,0,0.0,269.49,203.32999999999998
8086,20250227,4628,Completed,10,6.99,112.03,67.16
8087,20240528,80,Completed,0,0.0,227.88,147.22
8088,20250927,1118,Completed,20,4.99,368.02,246.82
8089,20251120,2034,Completed,10,4.99,328.41,194.15
8090,20250411,387,Completed,15,4.99,574.66,400.0
8091,20250727,2072,Completed,0,9.99,262.78000000000003,153.15
8092,20240312,4156,Completed,0,0.0,155.9,87.56
8093,20250506,932,Completed,0,4.99,209.75,143.63
8094,20251121,4647,Completed,5,4.99,269.08000000000004,197.76999999999998
8095,20250315,1347,Completed,5,9.99,263.52,201.76
8096,20241114,838,Completed,0,0.0,141.81,84.75
8097,20240328,3356,Completed,10,9.99,238.1,178.60000000000002
8098,20250506,3859,Completed,10,4.99,333.78,243.05
8099,20240728,4090,Completed,0,6.99,88.64,46.9
8100,20240227,1952,Completed,0,0.0,254.29,161.04000000000002
8101,20240808,759,Completed,10,0.0,152.13,105.07000000000001
8102,20250209,1058,Completed,0,0.0,624.3199999999999,363.22
8103,20250410,1866,Completed,20,0.0,114.88999999999999,88.83
8104,20250204,1901,Completed,0,0.0,449.07,324.65
8105,20251214,1886,Completed,5,4.99,436.82,277.11
8106,20251121,2639,Completed,10,4.99,490.04,296.12
8107,20240128,2169,Completed,5,0.0,609.41,386.33000000000004
8108,20250423,665,Completed,0,6.99,264.21000000000004,169.56
8109,20250123,965,Completed,10,0.0,183.06,118.72
8110,20250615,4260,Completed,10,9.99,483.76,298.35
8111,20240714,3072,Completed,5,0.0,278.84000000000003,181.63
8112,20251013,296,Completed,15,0.0,176.76,113.4
8113,20251222,3109,Completed,0,0.0,341.65,230.41000000000003
8114,20251107,799,Completed,0,0.0,193.64999999999998,113.62
8115,20241223,2710,Completed,20,0.0,359.25,266.6
8116,20250419,2655,Completed,20,9.99,512.74,371.05
8117,20250721,3324,Completed,0,6.99,357.38,224.21
8118,20250505,3836,Completed,5,9.99,496.43,320.32
8119,20240417,4659,Completed,0,0.0,142.68,88.53999999999999
8120,20240515,2788,Completed,5,0.0,158.48000000000002,92.78
8121,20241206,4944,Completed,15,6.99,549.94,421.66
8122,20240518,988,Completed,10,4.99,68.22999999999999,58.01
8123,20250318,3310,Completed,10,0.0,153.32999999999998,108.62
8124,20240514,1792,Completed,0,0.0,198.24,120.1
8125,20250605,1921,Completed,0,0.0,550.49,338.17999999999995
8126,20250218,4989,Completed,0,0.0,307.39,186.59
8127,20240208,4850,Completed,10,0.0,320.59999999999997,216.04
8128,20240628,1657,Completed,20,0.0,293.08000000000004,191.31
8129,20241020,2167,Cancelled,20,0.0,393.85,270.08000000000004
8130,20251008,4161,Returned,0,4.99,360.58000000000004,226.73
8131,20240930,4819,Completed,20,0.0,500.54999999999995,302.57
8132,20251025,2324,Completed,20,0.0,358.06,257.43
8133,20240506,132,Completed,0,9.99,194.03000000000003,112.38
8134,20250428,2345,Completed,0,0.0,369.7,223.57
8135,20251025,2987,Completed,5,6.99,138.14000000000001,104.89
8136,20240604,2718,Completed,20,0.0,180.22,149.75
8137,20240628,2922,Completed,10,9.99,561.22,350.24
8138,20250313,71,Completed,20,0.0,275.69,203.32999999999998
8139,20250927,1416,Completed,0,0.0,448.07,305.75
8140,20251111,1800,Completed,0,9.99,403.43,227.0
8141,20250630,4641,Completed,0,4.99,343.71999999999997,248.42
8142,20250913,519,Completed,0,4.99,325.09000000000003,201.24
8143,20240117,2644,Completed,0,6.99,559.14,384.08000000000004
8144,20250125,2455,Completed,20,0.0,128.53,97.55
8145,20241231,1582,Completed,0,4.99,679.09,489.43
8146,20250615,4352,Completed,0,0.0,170.08,96.65
8147,20241130,1964,Completed,0,0.0,493.89,341.64
8148,20251231,960,Completed,20,4.99,148.53000000000003,88.38
8149,20240409,1101,Completed,0,0.0,249.38,139.16
8150,20241205,795,Completed,10,6.99,110.07,80.15
8151,20250405,2113,Completed,0,4.99,200.89000000000001,104.41
8152,20241118,1807,Completed,0,0.0,107.4,53.87
8153,20250531,379,Completed,0,0.0,401.86,300.91
8154,20240913,3099,Completed,5,4.99,127.99,82.86
8155,20251104,4059,Completed,0,9.99,265.71000000000004,156.74
8156,20250614,2700,Completed,10,4.99,447.96999999999997,242.07
8157,20250919,76,Completed,0,4.99,553.1700000000001,370.92999999999995
8158,20240219,4579,Completed,0,0.0,159.32,116.53999999999999
8159,20240602,4648,Completed,0,9.99,319.90000000000003,164.84
8160,20250426,4658,Completed,15,0.0,472.56,282.28000000000003
8161,20251014,1984,Completed,20,0.0,113.36000000000001,105.62
8162,20240728,2081,Returned,15,4.99,218.51,136.17000000000002
8163,20240821,2410,Completed,20,0.0,464.9,273.96000000000004
8164,20240522,53,Completed,10,6.99,433.91999999999996,302.84
8165,20250523,159,Completed,0,6.99,291.61,203.3
8166,20241014,2645,Completed,0,0.0,96.6,71.36
8167,20250218,1306,Completed,0,0.0,212.44,147.36
8168,20251201,2598,Completed,10,0.0,232.31,167.01999999999998
8169,20240203,106,Completed,0,4.99,431.77,309.68
8170,20250911,397,Completed,0,4.99,201.77,138.29999999999998
8171,20250504,1397,Returned,0,9.99,415.53,232.36
8172,20251101,931,Completed,0,0.0,136.51,101.48
8173,20250801,3575,Completed,0,0.0,241.43,132.62
8174,20251224,738,Completed,0,6.99,340.97,200.81
8175,20241031,4964,Completed,20,9.99,142.56,85.08
8176,20241008,1397,Completed,10,0.0,348.4,223.95
8177,20250817,3536,Completed,0,4.99,294.19000000000005,194.11
8178,20240217,458,Completed,15,6.99,163.5,107.35
8179,20240711,1202,Completed,0,0.0,232.51,160.39
8180,20240320,417,Completed,20,0.0,431.76,325.85
8181,20251224,449,Completed,0,0.0,516.01,373.21000000000004
8182,20241126,4642,Cancelled,20,0.0,318.23,216.22
8183,20240830,115,Completed,5,0.0,419.8,291.9
8184,20241119,4181,Completed,0,4.99,363.71000000000004,224.85999999999999
8185,20250827,3875,Completed,0,4.99,739.59,442.98
8186,20241205,3525,Completed,5,4.99,284.73,163.41
8187,20250621,2314,Completed,0,0.0,172.37,106.18
8188,20251120,2870,Cancelled,0,0.0,355.4,260.2
8189,20250413,4986,Completed,20,9.99,294.92,198.63
8190,20250615,3363,Completed,15,0.0,483.55,303.63
8191,20240201,3199,Completed,0,0.0,172.09,99.43
8192,20251114,4779,Completed,0,0.0,196.91000000000003,114.62
8193,20240620,3713,Completed,10,6.99,520.35,303.98
8194,20240531,2592,Completed,20,6.99,188.71,111.27
8195,20250529,1302,Completed,20,0.0,99.43,82.9
8196,20241024,4945,Completed,0,0.0,521.26,309.09
8197,20251023,3791,Completed,20,0.0,458.33,307.78
8198,20250225,4315,Completed,0,0.0,224.54000000000002,169.1
8199,20250120,4408,Completed,0,0.0,420.89,258.78
8200,20250521,3636,Completed,0,6.99,139.57000000000002,71.02
8201,20250620,4221,Completed,0,9.99,306.9,185.25
8202,20250402,272,Completed,5,4.99,527.8,376.63
8203,20251220,3403,Completed,5,0.0,231.87,159.09
8204,20240827,4490,Cancelled,0,0.0,413.68,275.22
8205,20250726,4518,Completed,0,0.0,327.3,196.84
8206,20240118,762,Completed,5,0.0,220.53,122.53
8207,20240620,2897,Completed,5,0.0,89.18,62.17
8208,20241207,1831,Completed,20,0.0,439.6,274.46
8209,20251017,4,Completed,5,4.99,197.19,150.31
8210,20240811,1884,Completed,0,9.99,187.89000000000001,134.49
8211,20250531,4726,Completed,10,4.99,325.64,197.16
8212,20241203,4013,Completed,0,0.0,358.87,216.57
8213,20240423,945,Completed,0,4.99,208.26,118.17
8214,20250127,2686,Cancelled,20,6.99,189.28,126.85
8215,20240318,186,Completed,0,4.99,576.6,330.65
8216,20250710,400,Completed,0,0.0,141.82,86.05
8217,20241201,4537,Completed,10,4.99,431.33000000000004,271.66999999999996
8218,20250311,1064,Completed,0,0.0,305.12,194.91
8219,20250217,4357,Completed,20,4.99,385.69,240.13
8220,20250416,2433,Completed,0,0.0,463.23,277.29
8221,20241115,670,Completed,10,4.99,51.07,29.09
8222,20250123,3475,Completed,15,0.0,257.5,165.07999999999998
8223,20241102,2139,Completed,10,9.99,261.03,189.8
8224,20240428,1640,Completed,20,6.99,301.22,217.29
8225,20240522,4346,Completed,0,0.0,284.09000000000003,160.49
8226,20251218,1642,Completed,0,0.0,207.95,143.23
8227,20250418,1877,Completed,15,0.0,633.41,409.22
8228,20251122,3184,Completed,20,0.0,138.32,110.75
8229,20250731,3085,Cancelled,15,0.0,348.14,259.51
8230,20241017,3174,Completed,10,9.99,72.19,50.05
8231,20241010,140,Completed,20,0.0,349.15,246.72
8232,20250119,2041,Completed,0,4.99,615.39,422.73
8233,20241223,4765,Completed,0,0.0,195.18,104.67000000000002
8234,20240202,1335,Completed,0,0.0,120.74,80.03
8235,20250529,1910,Completed,10,0.0,132.52,85.44999999999999
8236,20241206,1219,Completed,15,0.0,184.91000000000003,136.65
8237,20250323,1120,Completed,10,4.99,444.49,306.51
8238,20240404,555,Completed,10,0.0,277.51,215.62
8239,20240807,4680,Completed,15,4.99,119.18999999999998,91.61
8240,20241104,3752,Completed,15,6.99,1005.39,625.64
8241,20241027,3930,Completed,0,0.0,180.45999999999998,122.05
8242,20250805,2346,Completed,0,0.0,301.34000000000003,216.17000000000002
8243,20250423,2992,Completed,20,0.0,132.78,87.79
8244,20250823,4812,Completed,15,6.99,260.23,192.51999999999998
8245,20250808,2397,Completed,0,6.99,413.28,238.9
8246,20250925,3210,Completed,0,0.0,227.98000000000002,135.86
8247,20241124,2881,Completed,10,0.0,377.29,231.42000000000002
8248,20240923,2298,Completed,0,4.99,324.29,218.63
8249,20250228,3029,Completed,0,4.99,246.93,173.32
8250,20241023,1422,Completed,0,0.0,514.4300000000001,338.93
8251,20250424,90,Completed,0,0.0,109.05,56.1
8252,20240922,4429,Completed,0,0.0,135.41,92.28
8253,20250910,4162,Completed,15,4.99,170.03000000000003,101.41
8254,20250719,1591,Completed,20,9.99,285.99,206.57999999999998
8255,20250609,4852,Completed,15,4.99,305.5,187.45000000000002
8256,20240504,4924,Completed,20,6.99,153.58,126.56
8257,20250228,348,Completed,0,6.99,113.57,83.11
8258,20250614,1779,Completed,10,0.0,219.74,157.35
8259,20251104,2009,Completed,15,4.99,237.98,165.48000000000002
8260,20240908,2999,Completed,0,4.99,263.64,172.79
8261,20240618,4313,Completed,0,0.0,365.27,217.71
8262,20240310,3197,Completed,20,6.99,263.63,176.94
8263,20241216,2233,Completed,5,4.99,179.57,97.17
8264,20251008,2315,Completed,0,6.99,352.39,205.57999999999998
8265,20240110,572,Completed,5,6.99,328.35,206.06
8266,20250730,1322,Completed,5,0.0,67.91,38.71
8267,20241015,766,Completed,10,4.99,233.65,172.96
8268,20250418,2689,Completed,10,6.99,227.9,157.85
8269,20240614,501,Completed,0,0.0,297.53,196.15
8270,20251021,1328,Completed,0,4.99,206.15000000000003,132.26
8271,20240805,2116,Completed,5,4.99,571.6800000000001,358.3
8272,20250422,4692,Completed,15,6.99,83.17,46.42
8273,20250121,932,Completed,10,4.99,325.28000000000003,221.35
8274,20241226,3091,Completed,0,4.99,492.61,349.90999999999997
8275,20250524,4721,Completed,0,6.99,112.72999999999999,73.36
8276,20240325,1623,Completed,0,0.0,297.05,224.32999999999998
8277,20250409,4846,Completed,0,4.99,119.36999999999999,90.44
8278,20240626,2103,Completed,0,4.99,352.22,233.94
8279,20240204,909,Completed,5,9.99,549.77,320.78
8280,20241118,1295,Completed,0,9.99,466.49,275.75
8281,20250526,2354,Returned,15,0.0,130.48000000000002,94.87
8282,20241203,741,Completed,5,0.0,147.93,104.23
8283,20250819,878,Completed,5,0.0,534.85,398.01
8284,20240703,1649,Completed,0,4.99,376.57000000000005,226.47
8285,20250102,1236,Completed,20,0.0,372.93,252.82999999999998
8286,20251003,1480,Completed,20,0.0,187.5,139.29000000000002
8287,20251231,3805,Completed,10,0.0,117.92,97.16
8288,20240331,3835,Completed,0,4.99,194.21,108.02000000000001
8289,20250807,2031,Completed,20,4.99,302.59000000000003,226.62
8290,20240921,4577,Completed,0,0.0,112.41,63.55
8291,20241119,630,Completed,0,6.99,200.03,131.27
8292,20240708,1596,Completed,0,6.99,274.13,195.8
8293,20240621,4538,Cancelled,0,6.99,272.08,182.82
8294,20240623,1691,Completed,10,0.0,91.4,59.36
8295,20250331,221,Completed,0,6.99,368.0,201.76
8296,20240407,1695,Cancelled,15,0.0,380.45,268.58
8297,20250313,1027,Completed,10,6.99,322.45,196.04
8298,20250329,4209,Completed,15,0.0,180.82999999999998,125.08
8299,20251027,2493,Completed,15,4.99,316.29,211.58999999999997
8300,20240805,4662,Completed,10,6.99,430.98,303.09000000000003
8301,20240618,3092,Completed,15,9.99,236.24,142.47
8302,20240123,1170,Completed,0,4.99,228.6,132.04
8303,20241020,3689,Completed,10,6.99,416.05,259.33
8304,20251107,3894,Completed,0,0.0,89.57,68.68
8305,20250518,2830,Completed,15,0.0,286.21000000000004,202.51
8306,20250219,3805,Completed,10,0.0,50.17,30.12
8307,20241002,1641,Completed,15,0.0,200.14,158.82
8308,20250331,4733,Completed,0,0.0,159.36,102.94
8309,20241212,1280,Completed,10,6.99,197.42000000000002,122.11
8310,20250228,3138,Completed,20,9.99,80.94,50.59
8311,20241210,1121,Completed,0,0.0,573.1800000000001,331.06
8312,20240207,2108,Completed,0,4.99,608.0,381.18
8313,20241022,1006,Completed,0,9.99,145.29000000000002,95.46
8314,20250714,4495,Completed,10,0.0,157.38,116.15
8315,20251011,439,Completed,0,0.0,311.41999999999996,228.71999999999997
8316,20240602,2368,Completed,0,0.0,136.33,94.9
8317,20241017,2219,Completed,0,4.99,380.03000000000003,223.36
8318,20250716,1819,Completed,10,4.99,159.09000000000003,91.2
8319,20250207,1551,Completed,0,4.99,263.57,153.67999999999998
8320,20250520,3576,Completed,5,0.0,143.49,78.9
8321,20250329,37,Completed,0,0.0,270.25,160.95
8322,20250112,3741,Completed,5,0.0,626.46,423.06000000000006
8323,20250424,630,Completed,15,0.0,200.1,142.45
8324,20240930,4339,Completed,0,0.0,380.5,219.35999999999999
8325,20250924,2995,Completed,15,0.0,182.97,130.37
8326,20240117,2050,Completed,0,0.0,198.89,146.39
8327,20240324,263,Completed,0,0.0,121.53,66.63
8328,20240209,2468,Completed,5,0.0,141.28,82.14
8329,20250803,131,Completed,15,0.0,168.67,123.03999999999999
8330,20250728,1389,Completed,0,0.0,288.70000000000005,169.5
8331,20250501,1177,Completed,0,4.99,129.65,79.65
8332,20241130,1963,Completed,10,6.99,181.62,121.66
8333,20241021,2087,Completed,15,4.99,269.98,205.95999999999998
8334,20251104,1638,Completed,15,6.99,783.0300000000001,449.67
8335,20241119,4575,Completed,0,4.99,417.24,297.31
8336,20250621,3973,Completed,0,0.0,313.81,196.14
8337,20250207,693,Completed,20,0.0,328.40999999999997,220.78000000000003
8338,20240924,4860,Completed,20,0.0,49.2,51.34
8339,20240618,3613,Completed,15,0.0,266.53,195.56
8340,20241020,3457,Completed,10,6.99,743.95,421.37
8341,20240418,3838,Completed,0,4.99,283.15999999999997,195.82999999999998
8342,20240403,3843,Completed,10,0.0,138.39,101.48
8343,20240601,4652,Completed,15,4.99,421.68,273.35
8344,20250701,313,Completed,20,0.0,111.65,78.77
8345,20250502,1458,Completed,0,4.99,56.35,30.45
8346,20240804,929,Completed,10,9.99,127.19999999999999,89.49
8347,20250320,805,Completed,0,0.0,91.69,65.69
8348,20250623,868,Completed,5,0.0,855.97,572.21
8349,20251012,4858,Completed,0,0.0,1340.92,873.87
8350,20250511,3913,Completed,0,0.0,102.17,64.53
8351,20241221,832,Completed,0,0.0,302.38,182.60999999999999
8352,20250826,4765,Completed,0,6.99,546.44,356.42
8353,20250224,4646,Completed,15,4.99,212.27,142.41
8354,20250518,4196,Completed,0,6.99,229.91,169.41
8355,20240731,3057,Completed,20,6.99,390.7,288.21
8356,20250815,4505,Completed,20,0.0,368.93,243.02
8357,20240307,1950,Completed,0,4.99,220.64000000000001,132.04000000000002
8358,20251112,2398,Completed,15,0.0,417.44,304.02
8359,20240921,4669,Cancelled,10,0.0,410.53,294.35
8360,20251107,1040,Completed,0,4.99,220.81,138.04000000000002
8361,20250528,3453,Returned,0,4.99,78.25,49.95
8362,20250326,3524,Completed,10,0.0,135.87,89.6
8363,20241002,1017,Completed,0,4.99,247.34000000000003,163.61
8364,20241002,3069,Returned,0,0.0,722.41,479.05
8365,20240727,2801,Completed,0,4.99,372.84000000000003,270.51
8366,20250118,1554,Completed,10,0.0,341.87,230.57
8367,20250103,686,Cancelled,0,6.99,405.83,228.41000000000003
8368,20240329,2365,Completed,0,0.0,582.06,417.09000000000003
8369,20241221,3257,Returned,0,9.99,284.49,147.19
8370,20251008,1489,Cancelled,15,0.0,62.599999999999994,40.86
8371,20250421,4060,Completed,0,9.99,119.08,59.41
8372,20251224,77,Completed,0,0.0,182.7,100.8
8373,20240617,1101,Completed,0,4.99,194.79000000000002,133.53
8374,20240209,500,Completed,0,4.99,347.4,189.01
8375,20240914,4722,Completed,0,0.0,177.85000000000002,120.06
8376,20251013,1833,Completed,0,0.0,332.55,204.64
8377,20250925,1975,Completed,5,4.99,330.27,241.31
8378,20241004,3154,Completed,5,0.0,333.72,253.04
8379,20240813,1548,Completed,0,4.99,410.4,262.44
8380,20250619,3167,Completed,0,6.99,289.73,162.9
8381,20250109,3291,Completed,0,6.99,220.10000000000002,135.81
8382,20240604,4787,Completed,5,0.0,159.03,127.32
8383,20240308,870,Completed,0,0.0,291.02,155.85
8384,20250403,2853,Completed,5,0.0,520.02,320.69
8385,20250202,183,Completed,0,6.99,229.44,130.2
8386,20240921,1353,Completed,20,0.0,88.11,65.83
8387,20240913,4628,Completed,20,0.0,371.28000000000003,258.99
8388,20251124,4234,Completed,15,4.99,420.25,295.96
8389,20241225,1623,Completed,15,0.0,305.75,176.60000000000002
8390,20240219,4616,Completed,20,0.0,64.06,66.92
8391,20250330,4328,Completed,0,0.0,88.85,49.09
8392,20250715,2968,Completed,15,6.99,197.39000000000001,123.16
8393,20251210,1462,Completed,0,9.99,105.36999999999999,72.07
8394,20251230,1353,Returned,0,0.0,692.7,432.87
8395,20250326,262,Completed,15,4.99,225.16000000000003,154.71
8396,20250815,4277,Completed,15,0.0,76.18,46.42
8397,20240726,4383,Returned,20,4.99,448.78,302.86
8398,20240523,329,Completed,0,0.0,220.61,160.76999999999998
8399,20240702,3198,Completed,0,0.0,149.68,77.38
8400,20250325,2850,Completed,15,4.99,365.35,238.1
8401,20250530,2258,Completed,20,0.0,356.64,259.23
8402,20250519,3804,Completed,0,0.0,191.92000000000002,140.20999999999998
8403,20250409,2635,Completed,15,9.99,212.87,123.12
8404,20251021,3178,Cancelled,0,6.99,125.07,82.15
8405,20251029,3283,Completed,0,9.99,593.3199999999999,407.12
8406,20241009,894,Completed,0,0.0,138.25,108.05
8407,20240510,3116,Completed,0,0.0,237.19,167.98000000000002
8408,20240728,4114,Completed,5,9.99,258.17,171.10000000000002
8409,20240914,1781,Completed,20,4.99,689.38,450.14
8410,20250218,3798,Completed,0,0.0,189.73000000000002,136.26
8411,20240430,383,Completed,5,4.99,529.16,326.53999999999996
8412,20241019,4410,Completed,5,0.0,318.93,199.66
8413,20250124,3391,Completed,0,0.0,482.40999999999997,255.25
8414,20250612,3244,Completed,20,0.0,85.85,73.14
8415,20250917,3446,Completed,0,0.0,232.32,138.43
8416,20250324,2342,Completed,20,4.99,292.15,190.22
8417,20240920,1314,Completed,0,6.99,411.88,270.36
8418,20240927,954,Completed,15,4.99,130.01000000000002,104.17999999999999
8419,20240419,1684,Completed,0,9.99,69.5,44.74
8420,20250528,1735,Completed,20,0.0,114.69,98.84
8421,20251202,4152,Completed,0,4.99,300.26,178.77
8422,20241126,4940,Completed,0,0.0,302.5,192.34
8423,20240321,2766,Completed,0,4.99,183.3,128.85
8424,20241107,2104,Completed,20,0.0,188.0,132.25
8425,20240226,1608,Completed,0,0.0,725.05,481.48
8426,20250726,4699,Completed,0,4.99,524.05,365.96000000000004
8427,20250909,770,Completed,0,4.99,293.6,190.76
8428,20240821,3429,Completed,10,0.0,169.89,108.53
8429,20240317,3628,Completed,0,6.99,515.92,303.07
8430,20240818,1891,Completed,0,4.99,193.22000000000003,124.52000000000001
8431,20240502,3246,Completed,0,4.99,413.82,278.91999999999996
8432,20250113,3536,Cancelled,5,9.99,356.23,253.82
8433,20241002,4983,Completed,15,6.99,123.89999999999999,85.95
8434,20250514,3161,Completed,20,9.99,362.21,254.27
8435,20240124,425,Completed,10,4.99,150.44,110.47
8436,20250621,551,Completed,10,0.0,306.51,219.01
8437,20251109,2156,Completed,0,4.99,479.11,301.61
8438,20240928,3414,Completed,0,0.0,185.01,143.72
8439,20251028,2946,Completed,0,0.0,118.08,82.15
8440,20240123,3410,Cancelled,10,0.0,278.14,185.32
8441,20250802,4981,Completed,0,0.0,68.52,36.16
8442,20250927,1380,Completed,0,0.0,259.9,166.66
8443,20241228,1988,Completed,5,0.0,502.90000000000003,365.83
8444,20240115,3978,Completed,0,0.0,262.5,164.76
8445,20250729,4370,Completed,0,9.99,549.0,365.73
8446,20240703,1076,Completed,0,4.99,303.47,163.76999999999998
8447,20240429,666,Completed,0,0.0,236.71,146.81
8448,20241227,3776,Completed,5,9.99,321.15000000000003,217.66
8449,20240925,4741,Completed,0,9.99,257.79,182.95
8450,20250626,4879,Completed,0,6.99,492.19,273.62
8451,20250102,3987,Completed,10,9.99,181.21,106.54
8452,20241216,1165,Completed,15,0.0,642.35,386.1
8453,20251010,4607,Completed,0,4.99,184.0,132.71
8454,20241206,1226,Completed,5,0.0,1017.7499999999999,620.82
8455,20250105,34,Completed,10,0.0,650.73,440.76
8456,20250820,4500,Completed,0,0.0,424.62,256.8
8457,20251031,4106,Completed,20,0.0,139.06,94.28999999999999
8458,20250822,2058,Completed,0,9.99,215.91000000000003,110.92
8459,20251026,2705,Completed,5,4.99,940.5,611.03
8460,20241211,3283,Completed,20,0.0,569.5,372.56
8461,20250601,3934,Completed,0,6.99,422.36,310.4
8462,20250207,2510,Completed,0,4.99,447.19,278.87
8463,20240911,868,Completed,5,0.0,222.49,143.92
8464,20240926,2167,Completed,0,0.0,208.13,126.5
8465,20240725,3821,Completed,20,4.99,49.14000000000001,44.84
8466,20240122,1688,Completed,20,4.99,83.24,62.51
8467,20240925,2597,Completed,10,4.99,215.89000000000001,163.57
8468,20241024,227,Completed,0,0.0,723.53,523.28
8469,20250818,104,Completed,0,0.0,288.85,207.01
8470,20241224,297,Completed,5,4.99,188.14,127.64
8471,20251221,1236,Completed,0,0.0,598.92,440.14
8472,20240827,2174,Completed,5,9.99,302.19000000000005,161.53
8473,20240915,3350,Completed,0,0.0,401.67,249.79
8474,20240601,748,Completed,5,4.99,364.33000000000004,237.38
8475,20250220,1068,Completed,0,0.0,176.20999999999998,119.33
8476,20240822,3377,Completed,5,0.0,213.68,136.42000000000002
8477,20241026,4081,Completed,0,6.99,345.71999999999997,218.48000000000002
8478,20240307,84,Completed,10,0.0,216.77,145.13
8479,20240720,1616,Completed,0,4.99,293.42,187.25
8480,20240621,4951,Completed,0,4.99,208.31,110.86
8481,20240603,1689,Completed,0,0.0,388.09999999999997,272.17
8482,20240426,1993,Cancelled,5,6.99,293.73,179.2
8483,20251219,3341,Completed,0,9.99,507.29,368.29
8484,20250627,2895,Completed,15,0.0,174.51,106.4
8485,20250124,4238,Completed,10,4.99,899.75,614.74
8486,20241123,1938,Completed,0,4.99,219.82,132.18
8487,20250524,2989,Completed,0,0.0,190.8,112.15
8488,20251215,1861,Completed,20,0.0,408.92999999999995,294.14
8489,20251118,2073,Completed,0,4.99,287.95,174.96
8490,20250414,2662,Completed,20,0.0,724.37,502.34999999999997
8491,20250811,244,Completed,0,9.99,267.04,166.3
8492,20240229,777,Completed,20,4.99,482.6,324.86
8493,20250216,203,Completed,0,6.99,318.63,224.76
8494,20241010,1397,Completed,20,0.0,337.21,209.82
8495,20240429,2849,Completed,0,0.0,355.86,225.02
8496,20250110,538,Completed,20,0.0,116.62,100.14
8497,20240919,651,Completed,0,0.0,256.17,188.92000000000002
8498,20240824,2627,Completed,0,0.0,404.23,285.08
8499,20240718,4558,Completed,0,6.99,105.67999999999999,59.63
8500,20240720,1224,Completed,15,0.0,443.05,310.67
8501,20240902,1517,Cancelled,15,0.0,30.67,29.09
8502,20250730,4204,Completed,10,4.99,254.11,151.62
8503,20250121,17,Completed,0,4.99,672.86,373.61
8504,20241215,1287,Completed,0,4.99,352.37,236.39
8505,20250616,3148,Completed,5,0.0,502.58,331.18
8506,20240313,3303,Completed,0,0.0,239.11,130.89
8507,20241219,4674,Cancelled,15,4.99,209.34000000000003,153.19
8508,20240521,2008,Completed,20,0.0,208.3,147.79
8509,20240820,2036,Completed,15,9.99,283.42,160.45000000000002
8510,20240406,1180,Completed,0,6.99,220.57,159.31
8511,20241129,3858,Completed,0,0.0,107.57,79.41
8512,20250710,1290,Completed,10,0.0,149.5,100.16
8513,20240422,1544,Completed,0,0.0,139.95,83.62
8514,20251030,4651,Completed,0,0.0,187.21,113.22
8515,20241114,4055,Cancelled,0,0.0,204.85000000000002,151.84
8516,20250503,1441,Completed,15,4.99,129.10000000000002,93.43
8517,20250719,316,Completed,20,4.99,134.0,100.54
8518,20251208,522,Completed,0,0.0,442.29,312.86
8519,20240716,520,Completed,0,0.0,175.99,120.13
8520,20240805,1473,Completed,5,4.99,373.48,221.95
8521,20240223,4896,Completed,5,9.99,272.84000000000003,156.63
8522,20250317,188,Completed,15,0.0,130.87,108.7
8523,20240713,606,Completed,10,0.0,529.64,373.47
8524,20240914,1823,Returned,0,9.99,320.88,190.88
8525,20240419,3940,Completed,5,0.0,236.38,158.76
8526,20250202,511,Completed,0,4.99,246.10000000000002,182.14999999999998
8527,20251029,1884,Cancelled,20,6.99,371.89,282.46000000000004
8528,20240614,3130,Completed,5,4.99,64.52,41.55
8529,20240401,1870,Completed,0,6.99,274.62,176.73000000000002
8530,20240618,1872,Completed,0,4.99,204.41,135.56
8531,20250429,612,Completed,10,0.0,354.86,250.58999999999997
8532,20241030,962,Completed,15,0.0,51.8,44.15
8533,20240429,3686,Completed,0,6.99,105.33999999999999,74.0
8534,20240720,4960,Completed,5,4.99,302.0,176.65
8535,20250703,4618,Cancelled,0,0.0,258.45,150.91
8536,20240212,611,Completed,5,0.0,235.01,152.49
8537,20251030,2004,Completed,0,9.99,280.36,187.76
8538,20240831,1810,Completed,20,0.0,305.02,229.39
8539,20250309,2715,Completed,0,0.0,442.58000000000004,279.15
8540,20250419,2066,Completed,10,0.0,232.25,165.64999999999998
8541,20240825,1894,Completed,0,4.99,235.17000000000002,164.67000000000002
8542,20240226,2675,Completed,5,0.0,135.56,94.2
8543,20251020,1028,Completed,20,4.99,389.55,259.41
8544,20250306,1594,Completed,10,0.0,227.96,129.6
8545,20240921,2967,Completed,15,0.0,61.900000000000006,50.19
8546,20251204,1905,Completed,0,6.99,169.74,106.4
8547,20240104,749,Completed,10,6.99,337.09000000000003,230.67000000000002
8548,20250722,4635,Returned,0,0.0,90.66,51.97
8549,20240701,3793,Completed,20,4.99,76.86,54.66
8550,20250725,2834,Completed,0,0.0,89.71,70.13
8551,20251206,4102,Completed,0,0.0,60.8,39.87
8552,20250822,4825,Completed,15,9.99,586.8,340.93
8553,20251110,3467,Returned,0,6.99,505.88,300.16
8554,20240221,4796,Completed,0,6.99,821.38,514.36
8555,20250604,1329,Completed,5,4.99,283.32,178.49
8556,20240501,372,Completed,15,6.99,238.34,150.15
8557,20250729,4246,Completed,5,4.99,292.62,192.01
