event_id,session_id,customer_id,date_key,channel_id,campaign_id,page,event_type,device,region
1218,S00000547,2843.0,20250111,5,9,product_view,product_view,Desktop,Seattle
1219,S00000548,3537.0,20250111,5,9,visit,visit,Mobile,Miami
1220,S00000549,3561.0,20250111,5,9,visit,visit,Desktop,New York
1221,S00000549,3561.0,20250111,5,9,product_view,product_view,Desktop,New York
1222,S00000550,4597.0,20250111,5,9,visit,visit,Mobile,New York
1223,S00000551,,20250111,5,9,visit,visit,Mobile,New York
1224,S00000551,,20250111,5,9,product_view,product_view,Mobile,New York
1225,S00000552,,20250111,5,9,visit,visit,Mobile,Chicago
1226,S00000552,4438.0,20250111,5,9,product_view,product_view,Mobile,Chicago
1227,S00000553,193.0,20250111,6,11,visit,visit,Mobile,Seattle
1228,S00000553,,20250111,6,11,product_view,product_view,Mobile,Seattle
1229,S00000554,,20250111,6,11,visit,visit,Desktop,Dallas
1230,S00000554,940.0,20250111,6,11,product_view,product_view,Desktop,Dallas
1231,S00000554,,20250111,6,11,add_to_cart,add_to_cart,Desktop,Dallas
1232,S00000555,,20250111,6,11,visit,visit,Tablet,New York
1233,S00000556,3795.0,20250111,6,11,visit,visit,Mobile,San Francisco
1234,S00000556,3795.0,20250111,6,11,product_view,product_view,Mobile,San Francisco
1235,S00000557,4768.0,20250111,6,11,visit,visit,Mobile,Miami
1236,S00000557,4768.0,20250111,6,11,product_view,product_view,Mobile,Miami
1237,S00000558,4697.0,20250111,6,11,visit,visit,Desktop,Denver
1238,S00000558,,20250111,6,11,product_view,product_view,Desktop,Denver
1239,S00000559,,20250111,6,11,visit,visit,Desktop,Dallas
1240,S00000560,1860.0,20250111,6,11,visit,visit,Mobile,Austin
1241,S00000561,4773.0,20250112,1,1,visit,visit,Desktop,Atlanta
1242,S00000562,3042.0,20250112,1,1,visit,visit,Desktop,Boston
1243,S00000562,3042.0,20250112,1,1,product_view,product_view,Desktop,Boston
1244,S00000563,27.0,20250112,1,1,visit,visit,Desktop,Seattle
1245,S00000564,125.0,20250112,1,1,visit,visit,Desktop,Dallas
1246,S00000564,125.0,20250112,1,1,product_view,product_view,Desktop,Dallas
1247,S00000565,1272.0,20250112,1,1,visit,visit,Tablet,San Francisco
1248,S00000565,1272.0,20250112,1,1,product_view,product_view,Tablet,San Francisco
1249,S00000565,,20250112,1,1,add_to_cart,add_to_cart,Tablet,San Francisco
1250,S00000565,1272.0,20250112,1,1,checkout,checkout,Tablet,San Francisco
1251,S00000565,1272.0,20250112,1,1,purchase,purchase,Tablet,San Francisco
1252,S00000566,3769.0,20250112,1,1,visit,visit,Mobile,Seattle
1253,S00000566,3769.0,20250112,1,1,product_view,product_view,Mobile,Seattle
1254,S00000567,,20250112,1,1,visit,visit,Desktop,Austin
1255,S00000567,3994.0,20250112,1,1,product_view,product_view,Desktop,Austin
1256,S00000568,,20250112,2,3,visit,visit,Mobile,Chicago
1257,S00000568,507.0,20250112,2,3,product_view,product_view,Mobile,Chicago
1258,S00000569,,20250112,2,3,visit,visit,Desktop,San Francisco
1259,S00000569,3161.0,20250112,2,3,product_view,product_view,Desktop,San Francisco
1260,S00000570,,20250112,2,3,visit,visit,Mobile,Boston
1261,S00000571,459.0,20250112,2,3,visit,visit,Mobile,Miami
1262,S00000571,,20250112,2,3,product_view,product_view,Mobile,Miami
1263,S00000572,819.0,20250112,2,3,visit,visit,Mobile,Seattle
1264,S00000573,3580.0,20250112,2,3,visit,visit,Desktop,Austin
1265,S00000574,,20250112,2,3,visit,visit,Tablet,New York
1266,S00000574,4866.0,20250112,2,3,product_view,product_view,Tablet,New York
1267,S00000574,4866.0,20250112,2,3,add_to_cart,add_to_cart,Tablet,New York
1268,S00000575,351.0,20250112,2,3,visit,visit,Mobile,San Francisco
1269,S00000576,,20250112,2,3,visit,visit,Mobile,Austin
1270,S00000576,2725.0,20250112,2,3,product_view,product_view,Mobile,Austin
1271,S00000577,,20250112,2,3,visit,visit,Tablet,Chicago
1272,S00000578,3780.0,20250112,2,3,visit,visit,Mobile,Dallas
1273,S00000579,654.0,20250112,2,3,visit,visit,Mobile,New York
1274,S00000579,,20250112,2,3,product_view,product_view,Mobile,New York
1275,S00000580,3695.0,20250112,2,3,visit,visit,Desktop,Chicago
1276,S00000580,3695.0,20250112,2,3,product_view,product_view,Desktop,Chicago
1277,S00000581,2875.0,20250112,2,3,visit,visit,Desktop,Miami
1278,S00000581,,20250112,2,3,product_view,product_view,Desktop,Miami
1279,S00000582,1630.0,20250112,2,3,visit,visit,Desktop,New York
1280,S00000582,1630.0,20250112,2,3,product_view,product_view,Desktop,New York
1281,S00000583,3335.0,20250112,3,5,visit,visit,Mobile,Denver
1282,S00000583,3335.0,20250112,3,5,product_view,product_view,Mobile,Denver
1283,S00000584,644.0,20250112,3,5,visit,visit,Mobile,Miami
1284,S00000585,4555.0,20250112,3,5,visit,visit,Mobile,Denver
1285,S00000585,4555.0,20250112,3,5,product_view,product_view,Mobile,Denver
1286,S00000586,3735.0,20250112,3,5,visit,visit,Desktop,Denver
1287,S00000586,,20250112,3,5,product_view,product_view,Desktop,Denver
1288,S00000587,,20250112,3,5,visit,visit,Tablet,Miami
1289,S00000587,,20250112,3,5,product_view,product_view,Tablet,Miami
1290,S00000587,,20250112,3,5,add_to_cart,add_to_cart,Tablet,Miami
1291,S00000588,585.0,20250112,3,5,visit,visit,Desktop,New York
1292,S00000588,585.0,20250112,3,5,product_view,product_view,Desktop,New York
1293,S00000588,585.0,20250112,3,5,add_to_cart,add_to_cart,Desktop,New York
1294,S00000589,4250.0,20250112,3,5,visit,visit,Mobile,San Francisco
1295,S00000589,4250.0,20250112,3,5,product_view,product_view,Mobile,San Francisco
1296,S00000590,2006.0,20250112,3,5,visit,visit,Mobile,Seattle
1297,S00000590,2006.0,20250112,3,5,product_view,product_view,Mobile,Seattle
1298,S00000590,2006.0,20250112,3,5,add_to_cart,add_to_cart,Mobile,Seattle
1299,S00000590,2006.0,20250112,3,5,checkout,checkout,Mobile,Seattle
1300,S00000590,2006.0,20250112,3,5,purchase,purchase,Mobile,Seattle
1301,S00000591,2387.0,20250112,4,7,visit,visit,Mobile,New York
1302,S00000591,2387.0,20250112,4,7,product_view,product_view,Mobile,New York
1303,S00000591,2387.0,20250112,4,7,add_to_cart,add_to_cart,Mobile,New York
1304,S00000591,2387.0,20250112,4,7,checkout,checkout,Mobile,New York
1305,S00000591,2387.0,20250112,4,7,purchase,purchase,Mobile,New York
1306,S00000592,,20250112,4,7,visit,visit,Desktop,Dallas
1307,S00000593,2628.0,20250112,4,7,visit,visit,Mobile,Austin
1308,S00000593,2628.0,20250112,4,7,product_view,product_view,Mobile,Austin
1309,S00000594,,20250112,4,7,visit,visit,Desktop,Miami
1310,S00000594,1029.0,20250112,4,7,product_view,product_view,Desktop,Miami
1311,S00000595,,20250112,4,7,visit,visit,Desktop,Dallas
1312,S00000595,,20250112,4,7,product_view,product_view,Desktop,Dallas
1313,S00000595,110.0,20250112,4,7,add_to_cart,add_to_cart,Desktop,Dallas
1314,S00000595,110.0,20250112,4,7,checkout,checkout,Desktop,Dallas
1315,S00000596,323.0,20250112,4,7,visit,visit,Desktop,Dallas
1316,S00000596,323.0,20250112,4,7,product_view,product_view,Desktop,Dallas
1317,S00000596,323.0,20250112,4,7,add_to_cart,add_to_cart,Desktop,Dallas
1318,S00000597,562.0,20250112,4,7,visit,visit,Mobile,Miami
1319,S00000597,562.0,20250112,4,7,product_view,product_view,Mobile,Miami
1320,S00000598,,20250112,5,9,visit,visit,Mobile,Seattle
1321,S00000598,2998.0,20250112,5,9,product_view,product_view,Mobile,Seattle
1322,S00000599,,20250112,5,9,visit,visit,Mobile,San Francisco
1323,S00000599,3826.0,20250112,5,9,product_view,product_view,Mobile,San Francisco
1324,S00000600,,20250112,5,9,visit,visit,Desktop,Boston
1325,S00000600,2781.0,20250112,5,9,product_view,product_view,Desktop,Boston
1326,S00000601,,20250112,5,9,visit,visit,Desktop,Seattle
1327,S00000601,3224.0,20250112,5,9,product_view,product_view,Desktop,Seattle
1328,S00000601,3224.0,20250112,5,9,add_to_cart,add_to_cart,Desktop,Seattle
1329,S00000601,3224.0,20250112,5,9,checkout,checkout,Desktop,Seattle
1330,S00000601,,20250112,5,9,purchase,purchase,Desktop,Seattle
1331,S00000602,,20250112,5,9,visit,visit,Desktop,Atlanta
1332,S00000603,,20250112,5,9,visit,visit,Desktop,Boston
1333,S00000603,,20250112,5,9,product_view,product_view,Desktop,Boston
1334,S00000604,1463.0,20250112,5,9,visit,visit,Desktop,Boston
1335,S00000604,1463.0,20250112,5,9,product_view,product_view,Desktop,Boston
1336,S00000605,630.0,20250112,5,9,visit,visit,Desktop,New York
1337,S00000606,2240.0,20250112,6,11,visit,visit,Desktop,Dallas
1338,S00000606,2240.0,20250112,6,11,product_view,product_view,Desktop,Dallas
1339,S00000606,2240.0,20250112,6,11,add_to_cart,add_to_cart,Desktop,Dallas
1340,S00000606,2240.0,20250112,6,11,checkout,checkout,Desktop,Dallas
1341,S00000607,,20250112,6,11,visit,visit,Desktop,Miami
1342,S00000607,4449.0,20250112,6,11,product_view,product_view,Desktop,Miami
1343,S00000608,3704.0,20250112,6,11,visit,visit,Mobile,Austin
1344,S00000609,,20250112,6,11,visit,visit,Desktop,Chicago
1345,S00000609,1424.0,20250112,6,11,product_view,product_view,Desktop,Chicago
1346,S00000610,1479.0,20250112,6,11,visit,visit,Desktop,Boston
1347,S00000610,1479.0,20250112,6,11,product_view,product_view,Desktop,Boston
1348,S00000611,4718.0,20250112,6,11,visit,visit,Desktop,Boston
1349,S00000611,4718.0,20250112,6,11,product_view,product_view,Desktop,Boston
1350,S00000611,4718.0,20250112,6,11,add_to_cart,add_to_cart,Desktop,Boston
1351,S00000612,3952.0,20250113,1,1,visit,visit,Mobile,Chicago
1352,S00000612,3952.0,20250113,1,1,product_view,product_view,Mobile,Chicago
1353,S00000613,,20250113,1,1,visit,visit,Mobile,Atlanta
1354,S00000613,,20250113,1,1,product_view,product_view,Mobile,Atlanta
1355,S00000614,3663.0,20250113,1,1,visit,visit,Desktop,Miami
1356,S00000614,3663.0,20250113,1,1,product_view,product_view,Desktop,Miami
1357,S00000614,3663.0,20250113,1,1,add_to_cart,add_to_cart,Desktop,Miami
1358,S00000614,3663.0,20250113,1,1,checkout,checkout,Desktop,Miami
1359,S00000614,3663.0,20250113,1,1,purchase,purchase,Desktop,Miami
1360,S00000615,4401.0,20250113,1,1,visit,visit,Desktop,Atlanta
1361,S00000615,4401.0,20250113,1,1,product_view,product_view,Desktop,Atlanta
1362,S00000616,495.0,20250113,1,1,visit,visit,Mobile,Boston
1363,S00000617,,20250113,1,1,visit,visit,Desktop,Denver
1364,S00000617,1308.0,20250113,1,1,product_view,product_view,Desktop,Denver
1365,S00000618,,20250113,1,1,visit,visit,Mobile,Denver
1366,S00000619,3810.0,20250113,1,1,visit,visit,Desktop,San Francisco
1367,S00000619,3810.0,20250113,1,1,product_view,product_view,Desktop,San Francisco
1368,S00000620,1675.0,20250113,1,1,visit,visit,Mobile,Miami
1369,S00000620,,20250113,1,1,product_view,product_view,Mobile,Miami
1370,S00000621,,20250113,1,1,visit,visit,Desktop,Chicago
1371,S00000622,4853.0,20250113,2,3,visit,visit,Tablet,New York
1372,S00000622,4853.0,20250113,2,3,product_view,product_view,Tablet,New York
1373,S00000622,4853.0,20250113,2,3,add_to_cart,add_to_cart,Tablet,New York
1374,S00000622,,20250113,2,3,checkout,checkout,Tablet,New York
1375,S00000622,4853.0,20250113,2,3,purchase,purchase,Tablet,New York
1376,S00000623,868.0,20250113,2,3,visit,visit,Desktop,San Francisco
1377,S00000623,868.0,20250113,2,3,product_view,product_view,Desktop,San Francisco
1378,S00000624,2505.0,20250113,2,3,visit,visit,Tablet,Boston
1379,S00000624,2505.0,20250113,2,3,product_view,product_view,Tablet,Boston
1380,S00000625,4497.0,20250113,2,3,visit,visit,Mobile,New York
1381,S00000625,4497.0,20250113,2,3,product_view,product_view,Mobile,New York
1382,S00000625,4497.0,20250113,2,3,add_to_cart,add_to_cart,Mobile,New York
1383,S00000625,,20250113,2,3,checkout,checkout,Mobile,New York
1384,S00000626,,20250113,2,3,visit,visit,Desktop,Atlanta
1385,S00000626,3167.0,20250113,2,3,product_view,product_view,Desktop,Atlanta
1386,S00000627,4942.0,20250113,2,3,visit,visit,Desktop,Austin
1387,S00000628,4419.0,20250113,2,3,visit,visit,Tablet,New York
1388,S00000629,1027.0,20250113,2,3,visit,visit,Tablet,San Francisco
1389,S00000629,1027.0,20250113,2,3,product_view,product_view,Tablet,San Francisco
1390,S00000629,1027.0,20250113,2,3,add_to_cart,add_to_cart,Tablet,San Francisco
1391,S00000629,,20250113,2,3,checkout,checkout,Tablet,San Francisco
1392,S00000630,,20250113,2,3,visit,visit,Desktop,Austin
1393,S00000630,,20250113,2,3,product_view,product_view,Desktop,Austin
1394,S00000631,4734.0,20250113,2,3,visit,visit,Desktop,Austin
1395,S00000631,,20250113,2,3,product_view,product_view,Desktop,Austin
1396,S00000631,4734.0,20250113,2,3,add_to_cart,add_to_cart,Desktop,Austin
1397,S00000631,4734.0,20250113,2,3,checkout,checkout,Desktop,Austin
1398,S00000631,,20250113,2,3,purchase,purchase,Desktop,Austin
1399,S00000632,,20250113,2,3,visit,visit,Desktop,Chicago
1400,S00000633,,20250113,2,3,visit,visit,Mobile,Denver
1401,S00000634,,20250113,2,3,visit,visit,Mobile,San Francisco
1402,S00000634,4700.0,20250113,2,3,product_view,product_view,Mobile,San Francisco
1403,S00000635,,20250113,2,3,visit,visit,Mobile,Austin
1404,S00000636,,20250113,2,3,visit,visit,Mobile,New York
1405,S00000637,2861.0,20250113,2,3,visit,visit,Desktop,Atlanta
1406,S00000637,2861.0,20250113,2,3,product_view,product_view,Desktop,Atlanta
1407,S00000637,2861.0,20250113,2,3,add_to_cart,add_to_cart,Desktop,Atlanta
1408,S00000637,2861.0,20250113,2,3,checkout,checkout,Desktop,Atlanta
1409,S00000638,1055.0,20250113,3,5,visit,visit,Tablet,Denver
1410,S00000638,1055.0,20250113,3,5,product_view,product_view,Tablet,Denver
1411,S00000638,1055.0,20250113,3,5,add_to_cart,add_to_cart,Tablet,Denver
1412,S00000639,1567.0,20250113,3,5,visit,visit,Mobile,Atlanta
1413,S00000639,,20250113,3,5,product_view,product_view,Mobile,Atlanta
1414,S00000640,,20250113,3,5,visit,visit,Mobile,Miami
1415,S00000641,,20250113,3,5,visit,visit,Mobile,New York
1416,S00000641,,20250113,3,5,product_view,product_view,Mobile,New York
1417,S00000642,4262.0,20250113,3,5,visit,visit,Desktop,Miami
1418,S00000643,,20250113,3,5,visit,visit,Desktop,Dallas
1419,S00000643,3117.0,20250113,3,5,product_view,product_view,Desktop,Dallas
1420,S00000644,2195.0,20250113,3,5,visit,visit,Desktop,Dallas
1421,S00000645,,20250113,3,5,visit,visit,Mobile,Miami
1422,S00000646,,20250113,3,5,visit,visit,Desktop,Austin
1423,S00000646,544.0,20250113,3,5,product_view,product_view,Desktop,Austin
1424,S00000647,,20250113,3,5,visit,visit,Mobile,Denver
1425,S00000648,4317.0,20250113,3,5,visit,visit,Tablet,Austin
1426,S00000649,,20250113,4,7,visit,visit,Desktop,San Francisco
1427,S00000649,,20250113,4,7,product_view,product_view,Desktop,San Francisco
1428,S00000649,1271.0,20250113,4,7,add_to_cart,add_to_cart,Desktop,San Francisco
1429,S00000649,1271.0,20250113,4,7,checkout,checkout,Desktop,San Francisco
1430,S00000649,,20250113,4,7,purchase,purchase,Desktop,San Francisco
1431,S00000650,,20250113,4,7,visit,visit,Desktop,Atlanta
1432,S00000650,2272.0,20250113,4,7,product_view,product_view,Desktop,Atlanta
1433,S00000651,1456.0,20250113,4,7,visit,visit,Desktop,Denver
1434,S00000652,1705.0,20250113,4,7,visit,visit,Tablet,Dallas
1435,S00000652,1705.0,20250113,4,7,product_view,product_view,Tablet,Dallas
1436,S00000652,1705.0,20250113,4,7,add_to_cart,add_to_cart,Tablet,Dallas
1437,S00000652,,20250113,4,7,checkout,checkout,Tablet,Dallas
1438,S00000652,,20250113,4,7,purchase,purchase,Tablet,Dallas
1439,S00000653,,20250113,4,7,visit,visit,Desktop,Denver
1440,S00000654,2989.0,20250113,4,7,visit,visit,Desktop,Seattle
1441,S00000654,,20250113,4,7,product_view,product_view,Desktop,Seattle
1442,S00000655,,20250113,4,7,visit,visit,Mobile,Denver
1443,S00000656,3086.0,20250113,4,7,visit,visit,Desktop,Austin
1444,S00000656,,20250113,4,7,product_view,product_view,Desktop,Austin
1445,S00000656,,20250113,4,7,add_to_cart,add_to_cart,Desktop,Austin
1446,S00000657,,20250113,4,7,visit,visit,Mobile,Denver
1447,S00000657,453.0,20250113,4,7,product_view,product_view,Mobile,Denver
1448,S00000658,2808.0,20250113,5,9,visit,visit,Mobile,Chicago
1449,S00000658,2808.0,20250113,5,9,product_view,product_view,Mobile,Chicago
1450,S00000659,,20250113,5,9,visit,visit,Desktop,Austin
1451,S00000660,2231.0,20250113,5,9,visit,visit,Mobile,Chicago
1452,S00000660,,20250113,5,9,product_view,product_view,Mobile,Chicago
1453,S00000660,2231.0,20250113,5,9,add_to_cart,add_to_cart,Mobile,Chicago
1454,S00000661,872.0,20250113,5,9,visit,visit,Desktop,Boston
1455,S00000661,872.0,20250113,5,9,product_view,product_view,Desktop,Boston
1456,S00000661,872.0,20250113,5,9,add_to_cart,add_to_cart,Desktop,Boston
1457,S00000662,221.0,20250113,5,9,visit,visit,Mobile,Seattle
1458,S00000663,4914.0,20250113,5,9,visit,visit,Desktop,Austin
1459,S00000663,4914.0,20250113,5,9,product_view,product_view,Desktop,Austin
1460,S00000664,,20250113,5,9,visit,visit,Mobile,Dallas
1461,S00000664,4709.0,20250113,5,9,product_view,product_view,Mobile,Dallas
1462,S00000665,1987.0,20250113,5,9,visit,visit,Mobile,Dallas
1463,S00000665,1987.0,20250113,5,9,product_view,product_view,Mobile,Dallas
1464,S00000666,3366.0,20250113,5,9,visit,visit,Desktop,Boston
1465,S00000667,1274.0,20250113,6,11,visit,visit,Desktop,Miami
1466,S00000667,1274.0,20250113,6,11,product_view,product_view,Desktop,Miami
1467,S00000667,,20250113,6,11,add_to_cart,add_to_cart,Desktop,Miami
1468,S00000667,1274.0,20250113,6,11,checkout,checkout,Desktop,Miami
1469,S00000667,,20250113,6,11,purchase,purchase,Desktop,Miami
1470,S00000668,566.0,20250113,6,11,visit,visit,Mobile,Chicago
1471,S00000668,566.0,20250113,6,11,product_view,product_view,Mobile,Chicago
1472,S00000669,43.0,20250113,6,11,visit,visit,Desktop,Seattle
1473,S00000669,43.0,20250113,6,11,product_view,product_view,Desktop,Seattle
1474,S00000670,4874.0,20250113,6,11,visit,visit,Mobile,Chicago
1475,S00000670,4874.0,20250113,6,11,product_view,product_view,Mobile,Chicago
1476,S00000671,,20250113,6,11,visit,visit,Desktop,Chicago
1477,S00000672,1569.0,20250113,6,11,visit,visit,Desktop,Atlanta
1478,S00000673,1580.0,20250114,1,1,visit,visit,Mobile,Atlanta
1479,S00000674,,20250114,1,1,visit,visit,Mobile,Seattle
1480,S00000675,4535.0,20250114,1,1,visit,visit,Tablet,Boston
1481,S00000676,4738.0,20250114,1,1,visit,visit,Desktop,Atlanta
1482,S00000677,657.0,20250114,1,1,visit,visit,Desktop,Denver
1483,S00000677,657.0,20250114,1,1,product_view,product_view,Desktop,Denver
1484,S00000677,657.0,20250114,1,1,add_to_cart,add_to_cart,Desktop,Denver
1485,S00000677,657.0,20250114,1,1,checkout,checkout,Desktop,Denver
1486,S00000677,,20250114,1,1,purchase,purchase,Desktop,Denver
1487,S00000678,5000.0,20250114,1,1,visit,visit,Desktop,Boston
1488,S00000678,5000.0,20250114,1,1,product_view,product_view,Desktop,Boston
1489,S00000679,4587.0,20250114,1,1,visit,visit,Mobile,Chicago
1490,S00000679,,20250114,1,1,product_view,product_view,Mobile,Chicago
1491,S00000680,,20250114,1,1,visit,visit,Desktop,New York
1492,S00000680,2242.0,20250114,1,1,product_view,product_view,Desktop,New York
1493,S00000680,,20250114,1,1,add_to_cart,add_to_cart,Desktop,New York
1494,S00000680,2242.0,20250114,1,1,checkout,checkout,Desktop,New York
1495,S00000680,2242.0,20250114,1,1,purchase,purchase,Desktop,New York
1496,S00000681,,20250114,1,1,visit,visit,Tablet,Seattle
1497,S00000681,1146.0,20250114,1,1,product_view,product_view,Tablet,Seattle
1498,S00000682,,20250114,1,1,visit,visit,Mobile,Miami
1499,S00000682,1124.0,20250114,1,1,product_view,product_view,Mobile,Miami
1500,S00000682,1124.0,20250114,1,1,add_to_cart,add_to_cart,Mobile,Miami
1501,S00000682,,20250114,1,1,checkout,checkout,Mobile,Miami
1502,S00000682,,20250114,1,1,purchase,purchase,Mobile,Miami
1503,S00000683,1727.0,20250114,1,1,visit,visit,Mobile,Boston
1504,S00000683,1727.0,20250114,1,1,product_view,product_view,Mobile,Boston
1505,S00000683,,20250114,1,1,add_to_cart,add_to_cart,Mobile,Boston
1506,S00000683,,20250114,1,1,checkout,checkout,Mobile,Boston
1507,S00000683,1727.0,20250114,1,1,purchase,purchase,Mobile,Boston
1508,S00000684,,20250114,1,1,visit,visit,Mobile,Atlanta
1509,S00000684,4730.0,20250114,1,1,product_view,product_view,Mobile,Atlanta
1510,S00000685,3184.0,20250114,2,3,visit,visit,Mobile,Austin
1511,S00000685,3184.0,20250114,2,3,product_view,product_view,Mobile,Austin
1512,S00000686,,20250114,2,3,visit,visit,Desktop,New York
1513,S00000687,1491.0,20250114,2,3,visit,visit,Desktop,Denver
1514,S00000688,,20250114,2,3,visit,visit,Desktop,Dallas
1515,S00000688,,20250114,2,3,product_view,product_view,Desktop,Dallas
1516,S00000688,,20250114,2,3,add_to_cart,add_to_cart,Desktop,Dallas
1517,S00000688,4524.0,20250114,2,3,checkout,checkout,Desktop,Dallas
1518,S00000688,4524.0,20250114,2,3,purchase,purchase,Desktop,Dallas
1519,S00000689,,20250114,2,3,visit,visit,Mobile,Atlanta
1520,S00000689,692.0,20250114,2,3,product_view,product_view,Mobile,Atlanta
1521,S00000690,524.0,20250114,2,3,visit,visit,Tablet,San Francisco
1522,S00000690,,20250114,2,3,product_view,product_view,Tablet,San Francisco
1523,S00000690,524.0,20250114,2,3,add_to_cart,add_to_cart,Tablet,San Francisco
1524,S00000690,524.0,20250114,2,3,checkout,checkout,Tablet,San Francisco
1525,S00000690,524.0,20250114,2,3,purchase,purchase,Tablet,San Francisco
1526,S00000691,3943.0,20250114,2,3,visit,visit,Desktop,New York
1527,S00000691,3943.0,20250114,2,3,product_view,product_view,Desktop,New York
1528,S00000691,,20250114,2,3,add_to_cart,add_to_cart,Desktop,New York
1529,S00000691,,20250114,2,3,checkout,checkout,Desktop,New York
1530,S00000692,1340.0,20250114,2,3,visit,visit,Mobile,San Francisco
1531,S00000693,1472.0,20250114,2,3,visit,visit,Mobile,San Francisco
1532,S00000693,1472.0,20250114,2,3,product_view,product_view,Mobile,San Francisco
1533,S00000694,,20250114,2,3,visit,visit,Desktop,Seattle
1534,S00000694,1908.0,20250114,2,3,product_view,product_view,Desktop,Seattle
1535,S00000694,1908.0,20250114,2,3,add_to_cart,add_to_cart,Desktop,Seattle
1536,S00000695,887.0,20250114,2,3,visit,visit,Tablet,Austin
1537,S00000695,887.0,20250114,2,3,product_view,product_view,Tablet,Austin
1538,S00000696,2574.0,20250114,2,3,visit,visit,Desktop,Denver
1539,S00000696,2574.0,20250114,2,3,product_view,product_view,Desktop,Denver
1540,S00000696,2574.0,20250114,2,3,add_to_cart,add_to_cart,Desktop,Denver
1541,S00000696,2574.0,20250114,2,3,checkout,checkout,Desktop,Denver
1542,S00000697,3421.0,20250114,3,5,visit,visit,Desktop,Denver
1543,S00000697,,20250114,3,5,product_view,product_view,Desktop,Denver
1544,S00000698,585.0,20250114,3,5,visit,visit,Mobile,Dallas
1545,S00000698,585.0,20250114,3,5,product_view,product_view,Mobile,Dallas
1546,S00000698,585.0,20250114,3,5,add_to_cart,add_to_cart,Mobile,Dallas
1547,S00000698,,20250114,3,5,checkout,checkout,Mobile,Dallas
1548,S00000699,1443.0,20250114,3,5,visit,visit,Desktop,Denver
1549,S00000700,3516.0,20250114,3,5,visit,visit,Desktop,New York
1550,S00000700,,20250114,3,5,product_view,product_view,Desktop,New York
1551,S00000701,4692.0,20250114,3,5,visit,visit,Desktop,Seattle
1552,S00000702,1727.0,20250114,3,5,visit,visit,Mobile,Denver
1553,S00000703,1434.0,20250114,3,5,visit,visit,Desktop,Boston
1554,S00000703,,20250114,3,5,product_view,product_view,Desktop,Boston
1555,S00000703,1434.0,20250114,3,5,add_to_cart,add_to_cart,Desktop,Boston
1556,S00000704,853.0,20250114,3,5,visit,visit,Mobile,Dallas
1557,S00000705,2149.0,20250114,3,5,visit,visit,Mobile,Atlanta
1558,S00000706,,20250114,3,5,visit,visit,Mobile,Seattle
1559,S00000707,4633.0,20250114,3,5,visit,visit,Mobile,Seattle
1560,S00000707,4633.0,20250114,3,5,product_view,product_view,Mobile,Seattle
1561,S00000708,2324.0,20250114,3,5,visit,visit,Mobile,New York
1562,S00000708,2324.0,20250114,3,5,product_view,product_view,Mobile,New York
1563,S00000708,2324.0,20250114,3,5,add_to_cart,add_to_cart,Mobile,New York
1564,S00000709,4783.0,20250114,3,5,visit,visit,Desktop,Chicago
1565,S00000710,,20250114,3,5,visit,visit,Desktop,Seattle
1566,S00000710,2610.0,20250114,3,5,product_view,product_view,Desktop,Seattle
1567,S00000711,1280.0,20250114,4,7,visit,visit,Desktop,San Francisco
1568,S00000711,1280.0,20250114,4,7,product_view,product_view,Desktop,San Francisco
1569,S00000711,1280.0,20250114,4,7,add_to_cart,add_to_cart,Desktop,San Francisco
1570,S00000711,1280.0,20250114,4,7,checkout,checkout,Desktop,San Francisco
1571,S00000711,1280.0,20250114,4,7,purchase,purchase,Desktop,San Francisco
1572,S00000712,,20250114,4,7,visit,visit,Desktop,New York
1573,S00000712,,20250114,4,7,product_view,product_view,Desktop,New York
1574,S00000713,,20250114,4,7,visit,visit,Mobile,Chicago
1575,S00000713,4220.0,20250114,4,7,product_view,product_view,Mobile,Chicago
1576,S00000713,4220.0,20250114,4,7,add_to_cart,add_to_cart,Mobile,Chicago
1577,S00000713,4220.0,20250114,4,7,checkout,checkout,Mobile,Chicago
1578,S00000713,4220.0,20250114,4,7,purchase,purchase,Mobile,Chicago
1579,S00000714,4724.0,20250114,4,7,visit,visit,Desktop,Austin
1580,S00000714,4724.0,20250114,4,7,product_view,product_view,Desktop,Austin
1581,S00000715,3381.0,20250114,5,9,visit,visit,Mobile,Dallas
1582,S00000716,,20250114,5,9,visit,visit,Tablet,Seattle
1583,S00000716,4176.0,20250114,5,9,product_view,product_view,Tablet,Seattle
1584,S00000717,3931.0,20250114,5,9,visit,visit,Desktop,Dallas
1585,S00000718,385.0,20250114,5,9,visit,visit,Desktop,Boston
1586,S00000718,385.0,20250114,5,9,product_view,product_view,Desktop,Boston
1587,S00000718,385.0,20250114,5,9,add_to_cart,add_to_cart,Desktop,Boston
1588,S00000718,385.0,20250114,5,9,checkout,checkout,Desktop,Boston
1589,S00000718,,20250114,5,9,purchase,purchase,Desktop,Boston
1590,S00000719,200.0,20250114,5,9,visit,visit,Desktop,San Francisco
1591,S00000719,200.0,20250114,5,9,product_view,product_view,Desktop,San Francisco
1592,S00000719,,20250114,5,9,add_to_cart,add_to_cart,Desktop,San Francisco
1593,S00000720,,20250114,5,9,visit,visit,Desktop,San Francisco
1594,S00000720,3540.0,20250114,5,9,product_view,product_view,Desktop,San Francisco
1595,S00000720,,20250114,5,9,add_to_cart,add_to_cart,Desktop,San Francisco
