order_item_id,order_id,product_id,quantity,unit_price,line_revenue,line_cost
25220,10142,251,1,70.28,70.28,47.1
25221,10142,6,1,140.82999999999998,140.83,109.92
25222,10143,958,1,70.8,70.8,40.11
25223,10143,44,3,90.12,270.36,171.03
25224,10144,847,1,111.0,111.0,78.15
25225,10145,983,2,106.65,213.3,152.1
25226,10146,251,1,70.28,70.28,47.1
25227,10146,357,1,93.05,93.05,71.33
25228,10146,724,1,131.5,131.5,74.85
25229,10146,766,1,91.73,91.73,48.46
25230,10146,40,1,150.66,150.66,102.4
25231,10146,53,1,91.87,91.87,54.66
25232,10146,86,1,139.20999999999998,139.21,85.4
25233,10147,893,1,76.96000000000001,76.96,53.41
25234,10147,890,1,156.0,156.0,100.58
25235,10148,580,1,146.59,146.59,93.3
25236,10149,640,1,93.42,93.42,57.92
25237,10149,745,1,42.81,42.81,22.59
25238,10149,388,1,45.94,45.94,36.51
25239,10150,375,1,111.71,111.71,76.63
25240,10150,423,1,95.25,95.25,67.39
25241,10151,741,1,87.34,87.34,43.67
25242,10151,989,1,156.45,156.45,94.27
25243,10151,662,1,116.01,116.01,72.9
25244,10152,61,1,87.1,87.1,45.2
25245,10153,799,1,136.19,136.19,69.42
25246,10153,256,1,90.63,90.63,57.28
25247,10153,30,1,129.2,129.2,81.51
25248,10153,506,1,121.87,121.87,63.25
25249,10153,205,1,92.53,92.53,60.56
25250,10154,87,2,50.61,101.22,51.8
25251,10154,32,1,45.91,45.91,23.46
25252,10154,247,1,118.23,118.23,84.22
25253,10155,629,1,91.66,91.66,47.59
25254,10155,20,1,146.28,146.28,82.14
25255,10155,308,1,209.53,209.53,107.65
25256,10156,45,1,177.13,177.13,130.1
25257,10156,183,1,190.44,190.44,123.54
25258,10156,892,1,84.71,84.71,44.11
25259,10157,747,1,172.15,172.15,108.31
25260,10157,619,1,115.04,115.04,67.16
25261,10157,533,1,127.21,127.21,89.49
25262,10158,446,1,122.96,122.96,82.81
25263,10158,137,1,73.24,73.24,58.01
25264,10158,796,1,110.95,110.95,87.02
25265,10158,819,1,80.95,80.95,50.1
25266,10159,237,1,125.61,125.61,72.3
25267,10159,846,1,98.38,98.38,62.09
25268,10160,165,1,115.53,115.53,84.42
25269,10161,969,1,124.14,124.14,64.87
25270,10161,802,1,190.7,190.7,146.85
25271,10161,164,1,272.9,272.9,210.38
25272,10161,519,1,139.89,139.89,81.68
25273,10162,428,1,45.23,45.23,23.39
25274,10162,96,1,79.99000000000001,79.99,44.52
25275,10162,576,1,180.89,180.89,105.6
25276,10163,232,1,89.52000000000001,89.52,48.1
25277,10163,77,1,145.29000000000002,145.29,83.25
25278,10164,202,1,143.20999999999998,143.21,92.15
25279,10165,346,1,115.85,115.85,78.98
25280,10165,426,1,74.93,74.93,58.77
25281,10166,69,1,72.93,72.93,39.98
25282,10166,201,1,99.44,99.44,52.81
25283,10167,530,1,289.68,289.68,220.98
25284,10167,13,1,53.42,53.42,33.85
25285,10168,208,1,95.7,95.7,48.32
25286,10169,646,2,89.57,179.14,137.36
25287,10169,683,1,116.86,116.86,64.66
25288,10170,912,1,131.91,131.91,85.95
25289,10171,195,2,106.27,212.54,115.68
25290,10171,323,1,106.82,106.82,69.38
25291,10171,499,1,78.1,78.1,55.69
25292,10172,873,1,122.29,122.29,89.54
25293,10172,421,1,91.75999999999999,91.76,62.0
25294,10172,496,1,89.17,89.17,62.13
25295,10172,906,1,141.51,141.51,86.66
25296,10172,367,2,167.23,334.46,265.7
25297,10173,486,2,160.54000000000002,321.08,217.94
25298,10174,924,1,71.17,71.17,42.2
25299,10174,652,2,107.58,215.16,127.1
25300,10174,113,1,73.53,73.53,49.41
25301,10175,749,1,103.99,103.99,79.94
25302,10176,582,1,103.78,103.78,76.49
25303,10176,604,1,57.74,57.74,31.14
25304,10177,715,1,65.86,65.86,33.39
25305,10177,683,1,116.86,116.86,64.66
25306,10177,444,1,76.02,76.02,45.94
25307,10177,44,1,90.12,90.12,57.01
25308,10177,549,1,91.86,91.86,50.99
25309,10178,301,1,174.62,174.62,124.56
25310,10179,262,1,53.23,53.23,36.78
25311,10179,533,1,127.21,127.21,89.49
25312,10179,350,2,84.06,168.12,133.84
25313,10180,528,1,92.02000000000001,92.02,70.68
25314,10181,583,1,134.65,134.65,98.69
25315,10181,657,1,108.85,108.85,65.62
25316,10181,820,1,107.4,107.4,53.87
25317,10182,601,1,110.5,110.5,70.7
25318,10182,757,3,84.97999999999999,254.94,174.33
25319,10182,994,1,62.6,62.6,32.98
25320,10183,739,1,107.35,107.35,85.25
25321,10183,950,1,89.08,89.08,58.35
25322,10183,489,1,69.24000000000001,69.24,47.06
25323,10183,118,1,132.42000000000002,132.42,74.04
25324,10184,185,1,149.01,149.01,100.54
25325,10184,978,1,115.58,115.58,88.86
25326,10184,619,1,115.04,115.04,67.16
25327,10185,394,1,108.93,108.93,67.0
25328,10185,104,1,119.25,119.25,81.68
25329,10186,474,1,129.2,129.2,91.61
25330,10186,592,1,108.88,108.88,66.58
25331,10186,361,1,147.07,147.07,82.69
25332,10187,295,1,76.32,76.32,44.67
25333,10187,996,1,111.52000000000001,111.52,87.68
25334,10188,28,1,180.45,180.45,102.8
25335,10188,836,1,191.0,191.0,115.04
25336,10189,474,1,129.2,129.2,91.61
25337,10190,781,1,94.5,94.5,74.44
25338,10191,103,1,105.83,105.83,77.22
25339,10192,153,1,174.94,174.94,120.74
25340,10193,147,1,112.26,112.26,64.17
25341,10194,760,1,113.34,113.34,58.5
25342,10194,24,1,62.19,62.19,34.04
25343,10195,939,1,71.1,71.1,44.48
25344,10195,259,1,173.02,173.02,115.5
25345,10195,841,1,120.74,120.74,80.03
25346,10196,223,1,93.59,93.59,49.6
25347,10196,479,2,95.38,190.76,144.14
25348,10197,869,1,214.2,214.2,108.18
25349,10197,729,1,56.08,56.08,29.09
25350,10197,437,1,127.46,127.46,80.47
25351,10198,244,1,100.9,100.9,53.65
25352,10198,131,1,142.51,142.51,107.3
25353,10198,624,1,153.72,153.72,90.09
25354,10198,449,1,93.67,93.67,67.87
25355,10199,976,1,104.47,104.47,74.25
25356,10200,729,1,56.08,56.08,29.09
25357,10200,56,1,80.19,80.19,44.64
25358,10200,126,1,89.63,89.63,61.54
25359,10200,197,1,88.5,88.5,51.09
25360,10201,674,1,82.85,82.85,55.92
25361,10201,577,1,135.1,135.1,106.39
25362,10202,845,1,144.07999999999998,144.08,78.8
25363,10202,936,1,87.03,87.03,64.82
25364,10202,941,3,83.39,250.17,158.94
25365,10202,569,2,85.22,170.44,117.78
25366,10203,966,1,100.58,100.58,73.2
25367,10203,1000,1,33.61,33.61,16.84
25368,10204,903,1,164.26999999999998,164.27,101.83
25369,10204,496,1,89.17,89.17,62.13
25370,10205,515,1,125.17,125.17,71.22
25371,10205,306,1,52.11,52.11,31.76
25372,10206,125,1,125.77,125.77,77.53
25373,10207,605,1,100.82,100.82,72.47
25374,10208,476,1,92.75,92.75,57.13
25375,10208,90,1,80.93,80.93,63.62
25376,10209,418,1,102.08,102.08,56.26
25377,10209,696,1,43.46,43.46,24.51
25378,10209,798,1,114.06,114.06,80.08
25379,10209,396,1,149.68,149.68,77.38
25380,10209,978,1,115.58,115.58,88.86
25381,10210,98,2,119.05,238.1,160.16
25382,10210,803,2,134.18,268.36,183.2
25383,10210,72,1,105.61,105.61,82.27
25384,10210,977,1,89.46,89.46,60.31
25385,10211,69,2,72.93,145.86,79.96
25386,10211,661,1,84.82,84.82,61.33
25387,10211,291,1,136.23000000000002,136.23,98.53
25388,10212,472,1,79.6,79.6,43.8
25389,10213,878,2,52.95,105.9,67.9
25390,10213,444,3,76.02,228.06,137.82
25391,10213,290,1,171.29,171.29,129.6
25392,10213,272,1,136.4,136.4,92.73
25393,10214,501,3,120.05,360.15,253.71
25394,10214,202,1,143.20999999999998,143.21,92.15
25395,10214,551,1,120.31,120.31,85.07
25396,10215,134,1,43.86,43.86,34.04
25397,10215,217,1,125.08,125.08,68.62
25398,10216,911,1,47.37,47.37,25.28
25399,10216,122,1,127.01,127.01,75.97
25400,10216,623,1,199.34,199.34,132.36
25401,10216,665,1,75.03,75.03,47.32
25402,10217,108,1,97.14,97.14,70.05
25403,10218,13,1,53.42,53.42,33.85
25404,10218,595,1,127.63,127.63,101.4
25405,10219,366,1,85.76,85.76,55.79
25406,10219,957,1,141.38,141.38,97.41
25407,10220,439,1,76.6,76.6,59.59
25408,10221,68,1,126.82,126.82,66.46
25409,10221,539,1,60.14,60.14,32.07
25410,10221,333,1,149.68,149.68,77.44
25411,10221,927,1,99.39,99.39,69.24
25412,10222,21,1,185.26,185.26,130.35
25413,10222,457,1,92.0,92.0,72.84
25414,10223,492,2,191.23,382.46,201.22
25415,10223,650,1,175.73000000000002,175.73,98.64
25416,10223,560,1,123.38,123.38,90.18
25417,10224,131,2,142.51,285.02,214.6
25418,10224,316,1,152.78,152.78,100.93
25419,10224,870,1,60.22,60.22,35.25
25420,10225,432,1,122.81,122.81,83.3
25421,10225,233,1,76.7,76.7,44.16
25422,10226,70,1,73.19,73.19,46.41
25423,10227,769,3,123.89,371.67,252.45
25424,10227,750,1,59.83,59.83,40.99
25425,10228,761,1,182.83,182.83,144.21
25426,10228,269,1,113.88,113.88,75.61
25427,10229,326,2,50.2,100.4,56.26
25428,10229,146,1,105.67,105.67,76.59
25429,10230,605,1,100.82,100.82,72.47
25430,10230,499,1,78.1,78.1,55.69
25431,10231,486,1,160.54000000000002,160.54,108.97
25432,10231,788,1,112.97999999999999,112.98,72.31
25433,10231,806,2,101.49,202.98,147.36
25434,10232,327,1,65.34,65.34,49.97
25435,10233,491,1,143.95,143.95,88.29
25436,10234,44,1,90.12,90.12,57.01
25437,10235,230,3,156.41,469.23,357.27
25438,10235,158,1,69.38,69.38,39.91
25439,10236,48,1,107.4,107.4,68.59
25440,10237,801,1,173.4,173.4,122.72
25441,10237,819,1,80.95,80.95,50.1
25442,10237,836,1,191.0,191.0,115.04
25443,10238,365,1,75.21000000000001,75.21,41.7
25444,10238,413,3,67.1,201.3,125.76
25445,10238,354,1,142.17000000000002,142.17,78.22
25446,10239,421,1,91.75999999999999,91.76,62.0
25447,10240,855,1,158.1,158.1,125.55
25448,10240,245,1,102.92,102.92,79.47
25449,10240,995,1,117.61,117.61,65.18
25450,10241,770,2,71.2,142.4,89.88
25451,10241,73,1,120.09,120.09,90.05
25452,10241,623,1,199.34,199.34,132.36
25453,10241,771,1,175.85,175.85,89.75
25454,10242,79,1,52.43,52.43,41.37
25455,10242,711,1,88.7,88.7,52.65
25456,10242,409,1,47.17,47.17,25.28
25457,10243,48,1,107.4,107.4,68.59
25458,10243,976,2,104.47,208.94,148.5
25459,10243,76,1,43.06,43.06,21.56
25460,10243,403,1,87.9,87.9,50.29
25461,10243,64,1,167.51999999999998,167.52,127.54
25462,10244,350,2,84.06,168.12,133.84
25463,10244,913,1,147.41,147.41,101.61
25464,10244,346,1,115.85,115.85,78.98
25465,10245,882,2,69.56,139.12,102.28
25466,10245,757,2,84.97999999999999,169.96,116.22
25467,10245,105,1,106.14,106.14,59.13
25468,10246,894,1,54.29,54.29,33.29
25469,10247,448,1,100.49,100.49,74.07
25470,10248,783,1,205.08,205.08,109.61
25471,10248,947,1,142.74,142.74,84.96
25472,10248,647,3,210.15,630.45,479.04
25473,10248,339,1,116.05,116.05,69.33
25474,10249,112,1,77.57,77.57,46.28
25475,10250,963,1,134.67000000000002,134.67,74.1
25476,10250,949,1,147.92000000000002,147.92,85.92
25477,10250,20,1,146.28,146.28,82.14
25478,10250,659,1,79.21000000000001,79.21,49.64
25479,10251,176,1,74.71000000000001,74.71,45.51
25480,10251,609,1,85.57,85.57,43.39
25481,10251,992,1,142.18,142.18,76.62
25482,10251,711,1,88.7,88.7,52.65
25483,10252,113,1,73.53,73.53,49.41
25484,10252,240,1,66.08,66.08,35.62
25485,10252,540,1,114.18,114.18,71.53
25486,10253,36,1,101.78,101.78,61.43
25487,10253,572,1,71.56,71.56,42.38
25488,10254,64,1,167.51999999999998,167.52,127.54
25489,10254,876,1,88.13,88.13,45.28
25490,10254,35,2,94.66,189.32,148.44
25491,10255,976,1,104.47,104.47,74.25
25492,10255,859,1,114.71,114.71,85.14
25493,10256,398,1,112.41,112.41,63.55
25494,10257,52,1,95.12,95.12,66.36
25495,10257,397,1,106.76,106.76,57.22
25496,10258,657,1,108.85,108.85,65.62
25497,10258,355,1,120.95,120.95,74.37
25498,10259,147,1,112.26,112.26,64.17
25499,10260,477,1,53.78,53.78,30.45
25500,10260,537,2,62.09,124.18,80.04
25501,10261,292,1,108.54,108.54,56.52
25502,10262,667,1,107.1,107.1,59.2
25503,10263,854,2,173.33,346.66,238.8
25504,10263,77,1,145.29000000000002,145.29,83.25
25505,10264,418,1,102.08,102.08,56.26
25506,10264,955,1,52.14,52.14,38.18
25507,10264,29,1,67.12,67.12,47.25
25508,10264,629,1,91.66,91.66,47.59
25509,10265,595,1,127.63,127.63,101.4
25510,10265,524,1,94.14,94.14,53.23
25511,10265,456,3,94.76,284.28,155.55
25512,10265,897,2,135.04000000000002,270.08,149.18
25513,10266,374,1,122.77,122.77,74.45
25514,10266,855,1,158.1,158.1,125.55
25515,10267,596,1,235.85,235.85,145.67
25516,10267,410,1,91.81,91.81,57.52
25517,10268,452,2,66.08,132.16,82.28
25518,10269,977,2,89.46,178.92,120.62
25519,10269,278,1,58.98,58.98,43.02
25520,10270,82,1,72.2,72.2,50.05
25521,10270,324,3,138.25,414.75,324.15
25522,10270,885,1,228.92,228.92,145.84
25523,10271,228,1,169.82,169.82,112.87
25524,10271,506,1,121.87,121.87,63.25
25525,10271,466,1,146.05,146.05,115.28
25526,10271,569,1,85.22,85.22,58.89
25527,10272,226,1,131.67000000000002,131.67,86.85
25528,10273,536,1,112.17,112.17,69.34
25529,10274,609,1,85.57,85.57,43.39
25530,10274,934,1,85.2,85.2,56.61
25531,10274,202,1,143.20999999999998,143.21,92.15
25532,10275,841,1,120.74,120.74,80.03
25533,10275,141,1,145.65,145.65,113.61
25534,10275,335,1,93.99000000000001,93.99,60.15
25535,10276,864,2,63.18,126.36,90.28
25536,10277,30,1,129.2,129.2,81.51
25537,10277,634,2,167.99,335.98,170.96
25538,10277,764,1,49.83,49.83,36.92
25539,10277,159,1,123.36,123.36,70.52
25540,10278,30,1,129.2,129.2,81.51
25541,10279,660,1,108.11,108.11,65.83
25542,10279,334,1,112.7,112.7,85.01
25543,10279,602,1,64.7,64.7,50.08
25544,10279,663,2,138.8,277.6,212.9
25545,10280,784,1,88.4,88.4,55.07
25546,10280,404,1,160.12,160.12,99.97
25547,10280,495,1,44.71,44.71,28.43
25548,10281,495,1,44.71,44.71,28.43
25549,10281,302,1,95.22999999999999,95.23,67.46
25550,10281,47,1,340.34,340.34,177.25
25551,10282,120,1,51.36,51.36,30.45
25552,10282,136,1,104.0,104.0,56.2
25553,10282,195,1,106.27,106.27,57.84
25554,10283,549,1,91.86,91.86,50.99
25555,10283,58,1,67.28999999999999,67.29,46.21
25556,10283,265,1,166.6,166.6,126.07
25557,10284,883,1,90.25999999999999,90.26,60.36
25558,10284,726,1,166.55,166.55,114.58
25559,10285,42,1,68.01,68.01,41.38
25560,10285,331,1,133.36,133.36,105.62
25561,10285,317,1,120.84,120.84,84.16
25562,10286,365,3,75.21000000000001,225.63,125.1
25563,10286,81,1,72.81,72.81,44.34
25564,10286,97,1,51.55,51.55,32.56
25565,10287,433,1,197.1,197.1,138.9
25566,10287,873,2,122.29,244.58,179.08
25567,10288,332,1,63.13,63.13,50.25
25568,10288,950,1,89.08,89.08,58.35
25569,10289,549,1,91.86,91.86,50.99
25570,10289,646,1,89.57,89.57,68.68
25571,10290,308,1,209.53,209.53,107.65
25572,10290,907,1,211.75,211.75,120.97
25573,10291,820,1,107.4,107.4,53.87
25574,10292,485,1,138.9,138.9,74.67
25575,10293,260,1,72.8,72.8,39.41
25576,10293,277,1,86.99000000000001,86.99,50.33
25577,10293,663,1,138.8,138.8,106.45
25578,10294,314,1,106.75,106.75,78.1
25579,10294,265,1,166.6,166.6,126.07
25580,10295,991,1,109.05,109.05,56.1
25581,10295,78,1,124.16,124.16,78.3
25582,10296,457,1,92.0,92.0,72.84
25583,10296,966,1,100.58,100.58,73.2
25584,10296,482,1,143.18,143.18,109.02
25585,10296,275,1,108.47,108.47,76.45
25586,10297,668,1,107.62,107.62,85.36
25587,10297,930,1,216.77,216.77,135.3
25588,10298,90,1,80.93,80.93,63.62
25589,10298,592,1,108.88,108.88,66.58
25590,10298,811,1,119.93,119.93,81.75
25591,10298,329,1,80.03999999999999,80.04,48.13
25592,10299,804,1,128.47,128.47,65.18
25593,10300,228,1,169.82,169.82,112.87
25594,10300,186,1,142.25,142.25,94.49
25595,10301,897,1,135.04000000000002,135.04,74.59
25596,10301,883,1,90.25999999999999,90.26,60.36
25597,10301,534,1,77.6,77.6,40.86
25598,10302,815,1,100.09,100.09,56.57
25599,10302,1,1,155.49,155.49,81.41
25600,10303,448,1,100.49,100.49,74.07
25601,10304,249,1,163.32,163.32,94.3
25602,10304,925,1,78.25,78.25,47.29
25603,10304,654,1,85.89,85.89,43.35
25604,10305,821,1,116.61,116.61,61.41
25605,10305,709,1,133.07999999999998,133.08,104.65
25606,10306,297,1,74.88,74.88,44.74
25607,10306,981,1,142.39,142.39,84.19
25608,10306,416,1,39.86,39.86,20.23
25609,10306,819,1,80.95,80.95,50.1
25610,10307,26,1,58.7,58.7,44.87
25611,10307,101,1,131.59,131.59,78.03
25612,10308,65,1,66.31,66.31,52.07
25613,10308,918,1,89.71000000000001,89.71,70.13
25614,10309,670,1,159.37,159.37,112.96
25615,10310,717,1,125.39,125.39,78.92
25616,10310,690,1,149.05,149.05,100.5
25617,10310,316,1,152.78,152.78,100.93
25618,10310,776,2,102.22,204.44,154.84
25619,10311,361,1,147.07,147.07,82.69
25620,10311,71,1,75.27,75.27,59.67
25621,10312,114,1,193.03,193.03,116.2
25622,10313,831,2,90.13,180.26,134.22
25623,10313,447,2,101.4,202.8,118.72
25624,10313,274,1,90.21000000000001,90.21,67.65
25625,10314,599,1,166.67000000000002,166.67,95.03
25626,10314,478,3,80.64,241.92,125.16
25627,10314,268,1,222.92,222.92,169.41
25628,10314,673,1,86.84,86.84,44.22
25629,10315,350,1,84.06,84.06,66.92
25630,10315,63,1,132.38,132.38,71.73
25631,10315,102,1,78.42,78.42,44.67
25632,10316,846,2,98.38,196.76,124.18
25633,10316,343,1,195.9,195.9,104.41
25634,10317,448,1,100.49,100.49,74.07
25635,10317,626,1,198.07,198.07,118.67
25636,10318,938,1,61.4,61.4,36.13
25637,10318,618,1,57.86,57.86,37.59
25638,10318,803,1,134.18,134.18,91.6
25639,10318,496,1,89.17,89.17,62.13
25640,10319,116,1,154.25,154.25,115.44
25641,10319,786,1,177.9,177.9,105.47
25642,10319,707,1,134.07,134.07,102.64
25643,10320,23,1,189.52,189.52,139.79
25644,10320,433,1,197.1,197.1,138.9
25645,10321,534,1,77.6,77.6,40.86
25646,10321,353,1,86.21000000000001,86.21,53.7
25647,10322,189,1,63.13,63.13,32.26
25648,10322,947,1,142.74,142.74,84.96
25649,10322,116,1,154.25,154.25,115.44
25650,10323,321,1,156.18,156.18,118.53
25651,10324,632,1,132.8,132.8,102.61
25652,10324,988,1,123.14,123.14,85.72
25653,10324,211,1,101.11,101.11,57.19
25654,10324,119,1,194.05,194.05,129.0
25655,10325,644,1,167.01999999999998,167.02,122.37
25656,10325,833,1,197.7,197.7,122.69
25657,10326,961,1,120.26,120.26,83.03
25658,10327,918,1,89.71000000000001,89.71,70.13
25659,10328,921,1,284.78,284.78,148.33
25660,10328,915,1,128.61,128.61,82.19
25661,10329,888,1,113.39,113.39,85.32
25662,10329,584,1,109.05,109.05,74.18
25663,10329,14,1,113.09,113.09,75.27
25664,10329,195,1,106.27,106.27,57.84
25665,10330,930,1,216.77,216.77,135.3
25666,10331,144,1,119.43,119.43,82.9
25667,10331,516,1,100.01,100.01,55.19
25668,10331,777,2,136.15,272.3,209.78
25669,10331,77,1,145.29000000000002,145.29,83.25
25670,10331,380,1,100.43,100.43,70.96
25671,10331,376,1,84.8,84.8,64.57
25672,10332,630,1,108.28,108.28,80.58
25673,10333,116,1,154.25,154.25,115.44
25674,10333,22,1,91.18,91.18,46.42
25675,10333,756,1,120.3,120.3,61.07
25676,10334,818,1,219.62,219.62,160.88
25677,10334,393,1,119.02,119.02,88.53
25678,10334,689,1,107.57,107.57,79.41
25679,10334,436,1,61.34,61.34,39.95
25680,10335,941,1,83.39,83.39,52.98
25681,10335,722,2,132.57999999999998,265.16,142.04
25682,10335,440,1,72.11,72.11,41.58
25683,10335,757,1,84.97999999999999,84.98,58.11
25684,10336,167,1,90.66,90.66,51.97
25685,10336,148,1,49.57,49.57,30.08
25686,10337,272,1,136.4,136.4,92.73
25687,10337,892,1,84.71,84.71,44.11
25688,10337,976,1,104.47,104.47,74.25
25689,10338,501,1,120.05,120.05,84.57
25690,10338,850,1,193.96,193.96,116.38
25691,10338,769,1,123.89,123.89,84.15
25692,10339,878,3,52.95,158.85,101.85
25693,10339,831,1,90.13,90.13,67.11
25694,10340,319,1,125.39,125.39,80.92
25695,10340,85,1,141.64,141.64,87.76
25696,10340,374,1,122.77,122.77,74.45
25697,10341,891,1,188.67,188.67,141.58
25698,10341,244,3,100.9,302.7,160.95
25699,10341,625,1,120.88,120.88,87.52
25700,10342,776,1,102.22,102.22,77.42
25701,10343,975,1,117.77,117.77,66.2
25702,10343,856,1,128.0,128.0,82.86
25703,10343,473,2,209.81,419.62,245.0
25704,10344,660,1,108.11,108.11,65.83
25705,10345,472,1,79.6,79.6,43.8
25706,10345,121,2,49.25,98.5,58.62
25707,10346,141,1,145.65,145.65,113.61
25708,10346,151,3,103.74000000000001,311.22,219.12
25709,10346,85,1,141.64,141.64,87.76
25710,10346,932,3,183.64,550.92,366.57
25711,10347,178,1,103.29,103.29,53.84
25712,10348,568,1,68.66,68.66,49.9
25713,10348,850,2,193.96,387.92,232.76
25714,10349,256,1,90.63,90.63,57.28
25715,10349,98,1,119.05,119.05,80.08
25716,10350,523,1,76.57,76.57,39.29
25717,10350,38,1,103.98,103.98,70.22
25718,10351,346,1,115.85,115.85,78.98
25719,10351,131,1,142.51,142.51,107.3
25720,10352,947,1,142.74,142.74,84.96
25721,10352,651,1,118.03,118.03,64.83
25722,10353,98,1,119.05,119.05,80.08
25723,10353,730,1,114.66,114.66,71.18
25724,10353,364,1,102.85,102.85,64.88
25725,10354,665,1,75.03,75.03,47.32
25726,10354,142,1,94.28999999999999,94.29,65.14
25727,10354,434,1,110.02,110.02,73.16
25728,10355,955,1,52.14,52.14,38.18
25729,10356,408,1,69.83,69.83,55.28
25730,10357,385,1,140.38,140.38,90.17
25731,10358,426,1,74.93,74.93,58.77
25732,10358,553,1,84.73,84.73,64.84
25733,10358,45,1,177.13,177.13,130.1
25734,10359,522,1,56.47,56.47,44.16
25735,10360,432,1,122.81,122.81,83.3
25736,10360,646,1,89.57,89.57,68.68
25737,10361,590,1,79.59,79.59,60.19
25738,10361,601,1,110.5,110.5,70.7
25739,10362,101,1,131.59,131.59,78.03
25740,10362,352,1,158.58,158.58,115.96
25741,10362,643,1,91.69,91.69,65.69
25742,10363,523,2,76.57,153.14,78.58
25743,10363,440,1,72.11,72.11,41.58
25744,10364,836,1,191.0,191.0,115.04
25745,10365,189,1,63.13,63.13,32.26
25746,10365,867,1,177.9,177.9,134.49
25747,10365,737,3,133.51,400.53,289.95
25748,10365,62,1,139.13,139.13,72.16
25749,10365,354,1,142.17000000000002,142.17,78.22
25750,10366,280,1,149.44,149.44,95.46
25751,10367,869,1,214.2,214.2,108.18
25752,10368,188,1,141.44,141.44,94.28
25753,10368,553,1,84.73,84.73,64.84
25754,10369,898,1,94.41,94.41,60.62
25755,10369,737,1,133.51,133.51,96.65
25756,10370,307,1,58.69,58.69,42.97
25757,10370,540,1,114.18,114.18,71.53
25758,10370,345,1,134.72,134.72,107.48
25759,10371,380,1,100.43,100.43,70.96
25760,10371,66,1,203.99,203.99,152.83
25761,10372,627,1,75.58,75.58,41.31
25762,10373,965,1,97.03999999999999,97.04,65.18
25763,10373,440,1,72.11,72.11,41.58
25764,10373,797,2,59.51,119.02,89.48
25765,10374,745,1,42.81,42.81,22.59
25766,10374,743,1,125.35,125.35,73.73
25767,10374,968,1,36.989999999999995,36.99,23.86
25768,10375,709,1,133.07999999999998,133.08,104.65
25769,10376,187,3,67.11,201.33,102.12
25770,10377,875,1,178.31,178.31,128.85
25771,10377,22,1,91.18,91.18,46.42
25772,10377,648,1,119.67,119.67,93.75
25773,10378,70,1,73.19,73.19,46.41
25774,10378,239,1,113.74,113.74,62.79
25775,10379,296,1,68.78999999999999,68.79,50.86
25776,10380,222,1,134.86,134.86,102.19
25777,10380,166,1,141.89,141.89,87.74
25778,10380,934,1,85.2,85.2,56.61
25779,10381,373,1,170.07999999999998,170.08,96.65
25780,10381,312,1,128.65,128.65,75.99
25781,10382,289,1,162.5,162.5,89.4
25782,10383,844,1,72.06,72.06,44.38
25783,10384,987,1,100.32,100.32,71.22
25784,10384,976,1,104.47,104.47,74.25
25785,10384,357,1,93.05,93.05,71.33
25786,10385,577,1,135.1,135.1,106.39
25787,10385,274,1,90.21000000000001,90.21,67.65
25788,10385,912,1,131.91,131.91,85.95
25789,10385,766,1,91.73,91.73,48.46
25790,10386,27,1,90.77,90.77,67.39
25791,10386,443,1,65.56,65.56,45.34
25792,10386,495,1,44.71,44.71,28.43
25793,10386,522,1,56.47,56.47,44.16
25794,10386,177,1,117.18,117.18,86.9
25795,10387,418,1,102.08,102.08,56.26
25796,10387,410,1,91.81,91.81,57.52
25797,10388,364,1,102.85,102.85,64.88
25798,10388,285,1,128.9,128.9,80.15
25799,10388,159,1,123.36,123.36,70.52
25800,10388,757,1,84.97999999999999,84.98,58.11
25801,10389,369,1,62.53,62.53,31.91
25802,10390,648,1,119.67,119.67,93.75
25803,10390,659,1,79.21000000000001,79.21,49.64
25804,10390,238,1,75.44,75.44,46.48
25805,10390,234,1,289.28,289.28,155.49
25806,10390,861,1,118.08,118.08,82.15
25807,10391,544,1,180.26,180.26,112.67
25808,10391,668,1,107.62,107.62,85.36
25809,10392,352,1,158.58,158.58,115.96
25810,10393,569,1,85.22,85.22,58.89
25811,10393,738,1,116.49,116.49,76.57
25812,10393,878,1,52.95,52.95,33.95
25813,10393,387,1,80.02,80.02,41.45
25814,10394,247,2,118.23,236.46,168.44
25815,10394,105,1,106.14,106.14,59.13
25816,10395,337,1,112.55,112.55,83.05
25817,10395,555,2,122.41,244.82,154.28
25818,10395,434,1,110.02,110.02,73.16
25819,10396,765,1,139.72,139.72,94.28
25820,10396,987,1,100.32,100.32,71.22
25821,10396,264,1,145.76,145.76,96.34
25822,10397,947,1,142.74,142.74,84.96
25823,10397,828,1,58.21,58.21,40.53
25824,10398,933,1,180.09,180.09,115.2
25825,10398,306,1,52.11,52.11,31.76
25826,10398,995,2,117.61,235.22,130.36
25827,10398,456,1,94.76,94.76,51.85
25828,10399,763,1,119.76,119.76,72.56
25829,10399,676,1,59.65,59.65,31.98
25830,10400,938,1,61.4,61.4,36.13
25831,10400,808,1,153.94,153.94,117.36
25832,10401,480,1,73.26,73.26,49.95
25833,10402,219,1,163.26999999999998,163.27,120.78
25834,10402,140,1,123.5,123.5,68.08
25835,10402,309,1,64.53,64.53,41.55
25836,10402,44,2,90.12,180.24,114.02
25837,10402,340,1,132.16,132.16,100.69
25838,10402,292,1,108.54,108.54,56.52
25839,10403,884,2,143.24,286.48,218.44
25840,10403,537,1,62.09,62.09,40.02
25841,10403,817,1,100.77000000000001,100.77,57.62
